,EVENT,BOUT,FIGHTER_RED,FIGHTER_BLUE,KD_RED,KD_BLUE,SIG_STR_LAND_RED,SIG_STR_ATT_RED,SIG_STR_LAND_BLUE,SIG_STR_ATT_BLUE,TOTAL_STR_LAND_RED,TOTAL_STR_ATT_RED,TOTAL_STR_LAND_BLUE,TOTAL_STR_ATT_BLUE,TD_RED,TD_ATT_RED,TD_BLUE,TD_ATT_BLUE,SUB_ATT_RED,SUB_ATT_BLUE,REV_RED,REV_BLUE,CTRL_TIME_RED(sec),CTRL_TIME-BLUE(sec),HEAD_LAND_RED,HEAD_ATT_RED,HEAD_LAND_BLUE,HEAD_ATT_BLUE,BODY_LAND_RED,BODY_ATT_RED,BODY_LAND_BLUE,BODY_ATT_BLUE,LEG_LAND_RED,LEG_ATT_RED,LEG_LAND_BLUE,LEG_ATT_BLUE,STD_STR_LAND_RED,STD_STR_ATT_RED,STD_STR_LAND_BLUE,STD_STR_ATT_BLUE,CLINCH_STR_LAND_RED,CLINCH_STR_ATT_RED,CLINCH_STR_LAND_BLUE,CLINCH_STR_ATT_BLUE,GRD_STR_LAND_RED,GRD_STR_ATT_RED,GRD_STR_LAND_BLUE,GRD_STR_ATT_BLUE,WIN_BY,Fight_Time_(sec),LAST_ROUND,FORMAT,WINNER,WeightClass
35,UFC 59: Reality Check,Tim Sylvia vs Andrei Arlovski,Tim Sylvia,Andrei Arlovski,1,1,13,30,11,24,13,30,12,26,0,0,0,0,0,0,0,0,4,7,13,30,7,18,0,0,3,5,0,0,1,1,7,24,9,20,0,0,2,4,6,6,0,0,KO/TKO ,163,1,5,Tim Sylvia,UFC Heavyweight Title Bout
36,UFC Fight Night 4,Chael Sonnen vs Trevor Prangley,Chael Sonnen,Trevor Prangley,0,0,25,59,7,22,109,174,29,45,7,17,0,2,0,2,0,0,662,70,17,47,5,20,6,10,2,2,2,2,0,0,3,11,5,17,5,9,1,2,17,39,1,3,Decision - Unanimous ,900,3,3,Chael Sonnen,Middleweight Bout
37,UFC Fight Night 4,Josh Koscheck vs Ansar Chalangov,Josh Koscheck,Ansar Chalangov,0,0,2,11,2,4,6,15,2,4,2,2,0,0,1,1,0,0,165,8,2,9,2,4,0,0,0,0,0,2,0,0,0,8,2,4,0,0,0,0,2,3,0,0,Submission ,209,1,3,Josh Koscheck,Welterweight Bout
38,UFC Fight Night 4,Dan Christison vs Brad Imes,Dan Christison,Brad Imes,0,0,73,148,58,157,91,167,80,183,0,0,2,2,1,0,1,1,108,218,39,110,48,143,10,12,8,12,24,26,2,2,56,117,31,97,16,28,16,36,1,3,11,24,Submission ,817,3,3,Dan Christison,Heavyweight Bout
39,UFC Fight Night 4,Jon Fitch vs Joshua Burkman,Jon Fitch,Joshua Burkman,1,0,25,50,20,35,122,149,20,35,3,4,1,3,1,1,0,0,312,174,18,41,3,17,4,6,0,0,3,3,17,18,7,14,4,16,9,18,16,19,9,18,0,0,Submission ,597,2,3,Jon Fitch,Welterweight Bout
40,UFC Fight Night 4,Luke Cummo vs Jason Von Flue,Luke Cummo,Jason Von Flue,0,0,43,108,17,57,97,165,29,69,3,4,2,9,3,1,0,0,245,247,18,73,9,46,13,23,5,8,12,12,3,3,22,69,10,43,13,25,7,12,8,14,0,2,Decision - Unanimous ,900,3,3,Luke Cummo,Welterweight Bout
41,UFC Fight Night 4,Chris Leben vs Luigi Fioravanti,Chris Leben,Luigi Fioravanti,0,0,36,90,20,39,200,259,41,60,5,7,0,5,0,0,0,0,573,121,26,68,9,27,8,18,3,4,2,4,8,8,4,17,5,11,20,51,15,28,12,22,0,0,Decision - Unanimous ,900,3,3,Chris Leben,Middleweight Bout
42,UFC Fight Night 4,Josh Neer vs Joe Stevenson,Josh Neer,Joe Stevenson,1,0,46,126,31,56,68,150,80,117,0,0,2,2,0,3,0,0,476,164,46,126,17,37,0,0,5,10,0,0,9,9,12,57,19,34,1,3,4,6,33,66,8,16,Decision - Unanimous ,900,3,3,Josh Neer,Welterweight Bout
43,UFC Fight Night 4,Rashad Evans vs Sam Hoger,Rashad Evans,Sam Hoger,0,0,23,72,18,72,46,95,59,113,9,11,0,1,0,2,0,0,563,3,19,67,8,54,4,5,9,17,0,0,1,1,17,58,14,65,5,10,4,7,1,4,0,0,Decision - Split ,900,3,3,Rashad Evans,Light Heavyweight Bout
44,UFC Fight Night 4,Stephan Bonnar vs Keith Jardine,Stephan Bonnar,Keith Jardine,1,0,33,93,64,118,52,113,90,146,1,6,0,1,1,0,0,0,234,28,20,77,34,81,10,10,15,17,3,6,15,20,24,84,46,99,9,9,18,19,0,0,0,0,Decision - Unanimous ,900,3,3,Stephan Bonnar,Light Heavyweight Bout
45,UFC 58: USA vs Canada,Tom Murphy vs Icho Larenas,Tom Murphy,Icho Larenas,0,0,30,42,2,13,82,100,15,29,6,7,0,0,2,0,0,0,491,0,30,42,1,11,0,0,1,1,0,0,0,1,0,4,0,9,4,7,2,4,26,31,0,0,KO/TKO ,719,3,3,Tom Murphy,Heavyweight Bout
46,UFC 58: USA vs Canada,Jason Lambert vs Rob MacDonald,Jason Lambert,Rob MacDonald,1,0,7,16,3,9,13,24,3,9,1,2,0,0,1,0,0,0,60,20,5,14,3,9,1,1,0,0,1,1,0,0,2,7,1,4,4,7,2,5,1,2,0,0,Submission ,114,1,3,Jason Lambert,Light Heavyweight Bout
47,UFC 58: USA vs Canada,Sam Stout vs Spencer Fisher,Sam Stout,Spencer Fisher,0,0,62,183,53,148,76,199,77,172,0,0,4,9,0,3,0,1,60,259,38,152,31,116,15,22,15,24,9,9,7,8,40,148,36,116,19,29,12,18,3,6,5,14,Decision - Split ,900,3,3,Sam Stout,Lightweight Bout
48,UFC 58: USA vs Canada,Mark Hominick vs Yves Edwards,Mark Hominick,Yves Edwards,0,0,22,58,20,74,31,67,21,75,0,0,1,2,1,0,0,0,22,70,13,49,10,63,6,6,5,6,3,3,5,5,11,45,17,69,11,13,3,5,0,0,0,0,Submission ,412,2,3,Mark Hominick,Lightweight Bout
49,UFC 58: USA vs Canada,Nate Marquardt vs Joe Doerksen,Nate Marquardt,Joe Doerksen,0,1,56,103,26,80,71,118,71,125,5,5,2,8,2,0,1,0,405,101,36,80,19,70,7,10,5,8,13,13,2,2,44,82,21,69,5,12,2,4,7,9,3,7,Decision - Unanimous ,900,3,3,Nate Marquardt,Middleweight Bout
50,UFC 58: USA vs Canada,Georges St-Pierre vs BJ Penn,Georges St-Pierre,BJ Penn,0,0,59,135,37,85,135,212,101,156,4,5,1,1,0,1,0,0,445,18,38,102,28,76,7,10,8,8,14,23,1,1,46,108,28,71,7,18,9,14,6,9,0,0,Decision - Split ,900,3,3,Georges St-Pierre,Welterweight Bout
51,UFC 58: USA vs Canada,Mike Swick vs Steve Vigneault,Mike Swick,Steve Vigneault,0,0,13,22,6,13,13,22,8,15,0,0,0,1,1,0,0,0,49,13,4,12,1,7,0,0,1,2,9,10,4,4,4,12,1,7,9,10,5,6,0,0,0,0,Submission ,129,1,3,Mike Swick,Middleweight Bout
52,UFC 58: USA vs Canada,Rich Franklin vs David Loiseau,Rich Franklin,David Loiseau,2,1,127,244,21,72,211,339,26,78,5,6,1,1,0,0,1,0,517,15,82,190,11,57,42,51,10,15,3,3,0,0,74,172,17,63,32,46,4,9,21,26,0,0,Decision - Unanimous ,1500,5,5,Rich Franklin,UFC Middleweight Title Bout
53,UFC 57: Liddell vs Couture 3,Keith Jardine vs Mike Whitehead,Keith Jardine,Mike Whitehead,0,0,44,131,27,73,90,177,37,83,0,0,5,12,0,0,0,0,0,383,35,120,15,58,2,3,8,9,7,8,4,6,38,115,22,63,6,16,3,7,0,0,2,3,Decision - Unanimous ,900,3,3,Keith Jardine,Light Heavyweight Bout
54,UFC 57: Liddell vs Couture 3,Jeff Monson vs Branden Lee Hinkle,Jeff Monson,Branden Lee Hinkle,0,0,10,11,5,8,28,31,10,13,1,3,0,0,1,1,1,0,181,73,3,4,3,6,6,6,2,2,1,1,0,0,0,0,0,3,3,4,2,2,7,7,3,3,Submission ,275,1,3,Jeff Monson,Heavyweight Bout
55,UFC 57: Liddell vs Couture 3,Paul Buentello vs Gilbert Aldana,Paul Buentello,Gilbert Aldana,0,0,49,71,28,54,67,89,38,65,1,2,0,2,1,0,0,0,117,108,33,53,19,43,12,14,5,5,4,4,4,6,10,20,6,14,33,45,19,36,6,6,3,4,KO/TKO ,447,2,3,Paul Buentello,Heavyweight Bout
56,UFC 57: Liddell vs Couture 3,Alessio Sakara vs Elvis Sinosic,Alessio Sakara,Elvis Sinosic,0,0,70,146,13,37,146,234,151,185,9,9,0,0,0,0,0,0,741,12,61,136,3,25,8,9,0,0,1,1,10,12,21,42,11,35,2,2,2,2,47,102,0,0,Decision - Unanimous ,900,3,3,Alessio Sakara,Light Heavyweight Bout
57,UFC 57: Liddell vs Couture 3,Joe Riggs vs Nick Diaz,Joe Riggs,Nick Diaz,0,1,51,116,38,106,69,135,126,200,3,8,0,7,0,1,0,0,125,202,42,105,23,82,9,11,10,17,0,0,5,7,28,70,15,68,21,40,21,34,2,6,2,4,Decision - Unanimous ,900,3,3,Joe Riggs,Welterweight Bout
58,UFC 57: Liddell vs Couture 3,Renato Sobral vs Mike van Arsdale,Renato Sobral,Mike van Arsdale,0,0,9,12,1,4,11,14,3,6,0,1,0,1,1,0,1,0,96,14,1,3,1,4,1,2,0,0,7,7,0,0,2,3,1,4,6,7,0,0,1,2,0,0,Submission ,141,1,3,Renato Sobral,Light Heavyweight Bout
59,UFC 57: Liddell vs Couture 3,Marcio Cruz vs Frank Mir,Marcio Cruz,Frank Mir,0,0,31,44,3,6,72,87,6,9,1,2,1,1,0,0,0,0,217,15,22,35,0,3,9,9,3,3,0,0,0,0,1,6,0,3,0,0,2,2,30,38,1,1,KO/TKO ,250,1,3,Marcio Cruz,Heavyweight Bout
60,UFC 57: Liddell vs Couture 3,Brandon Vera vs Justin Eilers,Brandon Vera,Justin Eilers,1,0,7,10,4,7,7,10,8,11,0,0,0,0,0,0,0,0,11,35,3,4,0,3,2,3,0,0,2,3,4,4,4,7,0,3,2,2,4,4,1,1,0,0,KO/TKO ,85,1,3,Brandon Vera,Heavyweight Bout
61,UFC 57: Liddell vs Couture 3,Chuck Liddell vs Randy Couture,Chuck Liddell,Randy Couture,1,0,19,51,7,24,27,59,7,24,0,0,1,3,0,0,0,0,0,56,18,49,6,23,0,1,0,0,1,1,1,1,14,46,6,23,1,1,1,1,4,4,0,0,KO/TKO ,388,2,5,Chuck Liddell,UFC Light Heavyweight Title Bout
62,UFC Fight Night 3,Jason Von Flue vs Alex Karalexis,Jason Von Flue,Alex Karalexis,0,0,28,68,18,60,50,90,35,77,0,2,1,5,2,3,0,0,199,134,18,51,14,54,10,17,2,4,0,0,2,2,13,42,6,39,15,26,10,19,0,0,2,2,Submission ,677,3,3,Jason Von Flue,Welterweight Bout
63,UFC Fight Night 3,Spencer Fisher vs Aaron Riley,Spencer Fisher,Aaron Riley,0,0,25,65,9,23,30,70,17,32,0,0,2,4,0,0,0,0,0,89,13,51,2,15,10,12,4,5,2,2,3,3,18,54,1,13,7,11,7,9,0,0,1,1,TKO - Doctor's Stoppage ,300,1,3,Spencer Fisher,Welterweight Bout
64,UFC Fight Night 3,Duane Ludwig vs Jonathan Goulet,Duane Ludwig,Jonathan Goulet,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,KO/TKO ,6,1,3,Duane Ludwig,Welterweight Bout
65,UFC Fight Night 3,Josh Neer vs Melvin Guillard,Josh Neer,Melvin Guillard,0,0,3,9,11,51,8,14,12,53,1,1,2,2,2,0,0,0,51,103,2,8,5,41,0,0,1,5,1,1,5,5,2,7,6,32,0,0,1,3,1,2,4,16,Submission ,260,1,3,Josh Neer,Welterweight Bout
66,UFC Fight Night 3,Chris Leben vs Jorge Rivera,Chris Leben,Jorge Rivera,1,0,10,17,5,10,16,23,6,11,1,1,0,0,0,0,0,0,43,27,6,11,3,8,4,6,2,2,0,0,0,0,0,5,2,6,5,7,3,4,5,5,0,0,KO/TKO ,104,1,3,Chris Leben,Middleweight Bout
67,UFC Fight Night 3,Joshua Burkman vs Drew Fickett,Joshua Burkman,Drew Fickett,0,0,7,9,2,8,8,10,2,8,0,0,0,0,1,0,0,0,27,7,1,3,1,5,0,0,1,2,6,6,0,1,3,5,1,7,4,4,1,1,0,0,0,0,Submission ,67,1,3,Joshua Burkman,Welterweight Bout
68,UFC Fight Night 3,Stephan Bonnar vs James Irvin,Stephan Bonnar,James Irvin,0,0,2,5,5,6,22,25,8,9,2,3,0,0,2,0,0,0,243,0,2,5,1,2,0,0,3,3,0,0,1,1,0,3,2,3,0,0,3,3,2,2,0,0,Submission ,270,1,3,Stephan Bonnar,Light Heavyweight Bout
69,UFC Fight Night 3,Tim Sylvia vs Assuerio Silva,Tim Sylvia,Assuerio Silva,0,0,85,224,36,79,137,276,43,86,0,0,0,5,0,0,0,0,197,68,51,185,9,39,21,24,16,24,13,15,11,16,69,202,32,73,14,20,4,6,2,2,0,0,Decision - Unanimous ,900,3,3,Tim Sylvia,Heavyweight Bout
70,UFC 56: Full Force,Nick Thompson vs Keith Wisniewski,Nick Thompson,Keith Wisniewski,0,0,48,107,14,40,108,170,23,49,1,1,3,5,3,0,3,1,429,246,31,89,9,35,14,15,4,4,3,3,1,1,13,55,7,27,6,15,3,8,29,37,4,5,Decision - Unanimous ,900,3,3,Nick Thompson,Welterweight Bout
71,UFC 56: Full Force,Thiago Alves vs Ansar Chalangov,Thiago Alves,Ansar Chalangov,0,0,8,11,2,2,9,12,2,2,1,1,0,2,0,2,0,1,61,44,5,8,1,1,2,2,0,0,1,1,1,1,2,2,0,0,2,2,1,1,4,7,1,1,KO/TKO ,145,1,3,Thiago Alves,Welterweight Bout
72,UFC 56: Full Force,Sam Hoger vs Jeff Newton,Sam Hoger,Jeff Newton,0,0,10,21,2,10,35,48,4,12,3,3,0,0,2,4,0,0,284,9,10,21,2,9,0,0,0,1,0,0,0,0,0,2,2,10,0,0,0,0,10,19,0,0,Submission ,425,2,3,Sam Hoger,Light Heavyweight Bout
