,EVENT,BOUT,FIGHTER_RED,FIGHTER_BLUE,KD_RED,KD_BLUE,SIG_STR_LAND_RED,SIG_STR_ATT_RED,SIG_STR_LAND_BLUE,SIG_STR_ATT_BLUE,TOTAL_STR_LAND_RED,TOTAL_STR_ATT_RED,TOTAL_STR_LAND_BLUE,TOTAL_STR_ATT_BLUE,TD_RED,TD_ATT_RED,TD_BLUE,TD_ATT_BLUE,SUB_ATT_RED,SUB_ATT_BLUE,REV_RED,REV_BLUE,CTRL_TIME_RED(sec),CTRL_TIME-BLUE(sec),HEAD_LAND_RED,HEAD_ATT_RED,HEAD_LAND_BLUE,HEAD_ATT_BLUE,BODY_LAND_RED,BODY_ATT_RED,BODY_LAND_BLUE,BODY_ATT_BLUE,LEG_LAND_RED,LEG_ATT_RED,LEG_LAND_BLUE,LEG_ATT_BLUE,STD_STR_LAND_RED,STD_STR_ATT_RED,STD_STR_LAND_BLUE,STD_STR_ATT_BLUE,CLINCH_STR_LAND_RED,CLINCH_STR_ATT_RED,CLINCH_STR_LAND_BLUE,CLINCH_STR_ATT_BLUE,GRD_STR_LAND_RED,GRD_STR_ATT_RED,GRD_STR_LAND_BLUE,GRD_STR_ATT_BLUE,WIN_BY,Fight_Time_(sec),LAST_ROUND,FORMAT,WINNER,WeightClass
18,UFC 34: High Voltage,Evan Tanner vs Homer Moore,Evan Tanner,Homer Moore,0,0,4,4,4,8,6,7,12,16,0,0,2,3,4,0,0,0,0,273,2,2,4,8,0,0,0,0,2,2,0,0,3,3,2,3,1,1,0,0,0,0,2,5,Submission ,355,2,3,Evan Tanner,Light Heavyweight Bout
19,UFC 34: High Voltage,Josh Barnett vs Bobby Hoffman,Josh Barnett,Bobby Hoffman,0,0,17,20,6,14,83,88,21,31,2,2,1,2,1,1,0,1,328,202,12,15,3,10,3,3,1,2,2,2,2,2,1,2,1,2,4,4,2,3,12,14,3,9,KO/TKO ,565,2,3,Josh Barnett,Heavyweight Bout
20,UFC 34: High Voltage,BJ Penn vs Caol Uno,BJ Penn,Caol Uno,1,0,5,6,0,1,5,6,0,1,1,1,0,0,0,0,0,0,2,0,5,6,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,4,4,0,0,KO/TKO ,11,1,3,BJ Penn,Lightweight Bout
21,UFC 34: High Voltage,Matt Hughes vs Carlos Newton,Matt Hughes,Carlos Newton,0,0,8,14,2,7,14,20,18,23,4,4,0,0,1,1,0,2,244,93,7,13,0,5,1,1,2,2,0,0,0,0,0,1,0,4,2,2,2,3,6,11,0,0,KO/TKO ,387,2,5,Matt Hughes,UFC Welterweight Title Bout
22,UFC 34: High Voltage,Ricco Rodriguez vs Pete Williams,Ricco Rodriguez,Pete Williams,0,0,26,43,4,6,86,107,10,13,5,6,0,0,1,1,1,0,436,46,24,41,1,3,2,2,2,2,0,0,1,1,1,4,1,3,1,1,0,0,24,38,3,3,KO/TKO ,542,2,3,Ricco Rodriguez,Heavyweight Bout
23,UFC 34: High Voltage,Randy Couture vs Pedro Rizzo,Randy Couture,Pedro Rizzo,0,0,41,52,13,34,98,111,20,42,3,5,1,1,0,0,0,0,348,3,27,38,8,28,1,1,1,1,13,13,4,5,18,26,9,30,4,4,4,4,19,22,0,0,KO/TKO ,802,3,5,Randy Couture,UFC Heavyweight Title Bout
24,UFC 33: Victory in Vegas,Din Thomas vs Fabiano Iha,Din Thomas,Fabiano Iha,0,0,42,69,19,45,98,128,46,78,1,1,2,7,0,2,0,0,369,343,41,68,12,36,1,1,1,3,0,0,6,6,11,24,4,20,24,35,11,18,7,10,4,7,Decision - Unanimous ,900,3,3,Din Thomas,Lightweight Bout
25,UFC 33: Victory in Vegas,Ricardo Almeida vs Eugene Jackson,Ricardo Almeida,Eugene Jackson,0,0,4,4,1,4,16,17,18,23,1,1,2,2,1,2,0,0,187,38,0,0,1,4,2,2,0,0,2,2,0,0,4,4,1,3,0,0,0,0,0,0,0,1,Submission ,246,1,3,Ricardo Almeida,Middleweight Bout
26,UFC 33: Victory in Vegas,Jutaro Nakao vs Tony DeSouza,Jutaro Nakao,Tony DeSouza,1,0,8,8,1,5,16,16,45,49,0,1,0,0,0,0,0,0,252,0,3,3,0,3,0,0,0,1,5,5,1,1,6,6,0,3,0,0,1,2,2,2,0,0,KO/TKO ,315,2,3,Jutaro Nakao,Welterweight Bout
27,UFC 33: Victory in Vegas,Dave Menne vs Gil Castillo,Dave Menne,Gil Castillo,0,0,70,125,9,25,180,241,110,126,1,1,7,19,4,0,2,0,475,696,38,86,5,20,16,18,3,4,16,21,1,1,24,59,7,23,30,42,2,2,16,24,0,0,Decision - Unanimous ,1500,5,5,Dave Menne,UFC Middleweight Title Bout
28,UFC 33: Victory in Vegas,Matt Serra vs Yves Edwards,Matt Serra,Yves Edwards,0,0,9,17,9,14,20,31,27,33,3,12,0,0,3,0,1,2,509,123,3,10,4,9,4,5,4,4,2,2,1,1,3,7,2,7,0,0,6,6,6,10,1,1,Decision - Majority ,900,3,3,Matt Serra,Welterweight Bout
29,UFC 33: Victory in Vegas,Chuck Liddell vs Murilo Bustamante,Chuck Liddell,Murilo Bustamante,1,0,27,78,15,30,27,78,15,30,0,0,2,20,0,0,0,0,108,53,15,63,13,28,1,3,1,1,11,12,1,1,16,65,13,24,2,2,1,3,9,11,1,3,Decision - Unanimous ,900,3,3,Chuck Liddell,Light Heavyweight Bout
30,UFC 33: Victory in Vegas,Jens Pulver vs Dennis Hallman,Jens Pulver,Dennis Hallman,0,0,27,60,15,48,100,136,56,91,0,0,2,12,1,3,0,0,961,112,18,49,4,34,7,9,4,6,2,2,7,8,9,35,13,42,3,3,0,3,15,22,2,3,Decision - Unanimous ,1500,5,5,Jens Pulver,UFC Lightweight Title Bout
31,UFC 33: Victory in Vegas,Tito Ortiz vs Vladimir Matyushenko,Tito Ortiz,Vladimir Matyushenko,0,0,64,84,19,49,248,269,103,138,5,9,1,6,0,0,0,0,1294,70,17,37,9,38,8,8,3,4,39,39,7,7,5,15,8,36,47,49,11,13,12,20,0,0,Decision - Unanimous ,1500,5,5,Tito Ortiz,UFC Light Heavyweight Title Bout
32,UFC 32: Showdown in the Meadowlands,Tony DeSouza vs Paul Rodriguez,Tony DeSouza,Paul Rodriguez,0,0,1,3,2,2,1,3,2,2,0,0,0,1,2,0,0,0,32,0,1,3,0,0,0,0,0,0,0,0,2,2,1,3,2,2,0,0,0,0,0,0,0,0,Submission ,65,1,3,Tony DeSouza,Welterweight Bout
33,UFC 32: Showdown in the Meadowlands,Ricco Rodriguez vs Andrei Arlovski,Ricco Rodriguez,Andrei Arlovski,0,0,30,50,11,26,64,84,18,33,2,8,0,1,1,0,1,0,445,18,23,43,10,25,3,3,0,0,4,4,1,1,7,19,7,19,3,3,4,7,20,28,0,0,KO/TKO ,683,3,3,Ricco Rodriguez,Heavyweight Bout
34,UFC 32: Showdown in the Meadowlands,Vladimir Matyushenko vs Yuki Kondo,Vladimir Matyushenko,Yuki Kondo,0,0,17,28,1,3,119,146,79,83,3,3,0,2,0,0,0,0,854,0,12,22,0,0,5,6,1,3,0,0,0,0,1,2,1,2,1,1,0,1,15,25,0,0,Decision - Unanimous ,900,3,3,Vladimir Matyushenko,Light Heavyweight Bout
35,UFC 32: Showdown in the Meadowlands,Caol Uno vs Fabiano Iha,Caol Uno,Fabiano Iha,0,0,8,17,6,13,14,24,7,14,2,4,0,0,0,1,0,0,54,0,7,16,4,11,0,0,0,0,1,1,2,2,2,6,5,10,0,1,1,3,6,10,0,0,KO/TKO ,108,1,3,Caol Uno,Lightweight Bout
36,UFC 32: Showdown in the Meadowlands,Pat Miletich vs Shonie Carter,Pat Miletich,Shonie Carter,1,0,10,16,14,42,76,83,18,47,1,1,0,0,0,0,0,0,239,0,7,13,1,26,1,1,6,8,2,2,7,8,6,10,10,37,4,6,4,5,0,0,0,0,KO/TKO ,462,2,3,Pat Miletich,Welterweight Bout
37,UFC 32: Showdown in the Meadowlands,Josh Barnett vs Semmy Schilt,Josh Barnett,Semmy Schilt,0,0,10,17,1,1,21,28,4,6,1,1,0,0,1,0,0,0,215,32,10,17,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,10,16,0,0,Submission ,261,1,3,Josh Barnett,Heavyweight Bout
38,UFC 32: Showdown in the Meadowlands,BJ Penn vs Din Thomas,BJ Penn,Din Thomas,1,0,6,8,1,5,11,13,25,29,0,1,1,1,0,0,0,0,8,125,3,5,1,5,3,3,0,0,0,0,0,0,0,2,0,2,4,4,0,0,2,2,1,3,KO/TKO ,162,1,3,BJ Penn,Lightweight Bout
39,UFC 32: Showdown in the Meadowlands,Tito Ortiz vs Elvis Sinosic,Tito Ortiz,Elvis Sinosic,0,0,35,59,3,8,58,82,12,18,1,1,0,0,0,0,0,0,172,0,32,55,2,3,1,2,0,1,2,2,1,4,3,9,3,8,1,3,0,0,31,47,0,0,KO/TKO ,212,1,5,Tito Ortiz,UFC Light Heavyweight Title Bout
