,EVENT,BOUT,FIGHTER_RED,FIGHTER_BLUE,KD_RED,KD_BLUE,SIG_STR_LAND_RED,SIG_STR_ATT_RED,SIG_STR_LAND_BLUE,SIG_STR_ATT_BLUE,TOTAL_STR_LAND_RED,TOTAL_STR_ATT_RED,TOTAL_STR_LAND_BLUE,TOTAL_STR_ATT_BLUE,TD_RED,TD_ATT_RED,TD_BLUE,TD_ATT_BLUE,SUB_ATT_RED,SUB_ATT_BLUE,REV_RED,REV_BLUE,CTRL_TIME_RED(sec),CTRL_TIME-BLUE(sec),HEAD_LAND_RED,HEAD_ATT_RED,HEAD_LAND_BLUE,HEAD_ATT_BLUE,BODY_LAND_RED,BODY_ATT_RED,BODY_LAND_BLUE,BODY_ATT_BLUE,LEG_LAND_RED,LEG_ATT_RED,LEG_LAND_BLUE,LEG_ATT_BLUE,STD_STR_LAND_RED,STD_STR_ATT_RED,STD_STR_LAND_BLUE,STD_STR_ATT_BLUE,CLINCH_STR_LAND_RED,CLINCH_STR_ATT_RED,CLINCH_STR_LAND_BLUE,CLINCH_STR_ATT_BLUE,GRD_STR_LAND_RED,GRD_STR_ATT_RED,GRD_STR_LAND_BLUE,GRD_STR_ATT_BLUE,WIN_BY,Fight_Time_(sec),LAST_ROUND,FORMAT,WINNER,WeightClass
150,UFC 45: Revolution,Matt Lindland vs Falaniko Vitale,Matt Lindland,Falaniko Vitale,0,0,35,62,3,18,93,121,10,27,1,3,0,1,1,0,1,0,497,199,19,44,0,13,3,4,0,1,13,14,3,4,2,17,2,16,18,23,0,0,15,22,1,2,KO/TKO ,863,3,3,Matt Lindland,Middleweight Bout
151,UFC 45: Revolution,Matt Hughes vs Frank Trigg,Matt Hughes,Frank Trigg,0,0,0,0,0,3,0,0,1,4,1,1,1,1,2,1,1,1,103,119,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Submission ,234,1,5,Matt Hughes,UFC Welterweight Title Bout
152,UFC 44: Undisputed,Hermes Franca vs Caol Uno,Hermes Franca,Caol Uno,1,0,13,22,32,49,35,44,52,71,2,2,1,4,1,0,0,0,84,281,12,21,8,23,1,1,5,5,0,0,19,21,3,6,3,4,6,10,11,12,4,6,18,33,KO/TKO ,466,2,3,Hermes Franca,Lightweight Bout
153,UFC 44: Undisputed,Nick Diaz vs Jeremy Jackson,Nick Diaz,Jeremy Jackson,0,0,17,24,9,37,92,107,71,103,6,13,0,0,2,0,0,1,403,208,14,20,9,37,3,4,0,0,0,0,0,0,1,3,0,7,0,0,1,5,16,21,8,25,Submission ,724,3,3,Nick Diaz,Welterweight Bout
154,UFC 44: Undisputed,Josh Thomson vs Gerald Strebendt,Josh Thomson,Gerald Strebendt,1,0,11,18,0,0,19,26,0,0,1,1,0,0,0,3,0,0,147,0,10,17,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,10,16,0,0,KO/TKO ,165,1,3,Josh Thomson,Lightweight Bout
155,UFC 44: Undisputed,Karo Parisyan vs Dave Strasser,Karo Parisyan,Dave Strasser,0,0,13,22,2,11,19,28,11,20,3,4,0,1,1,0,0,0,163,14,8,17,1,9,3,3,1,2,2,2,0,0,3,7,1,6,7,8,1,5,3,7,0,0,Submission ,232,1,3,Karo Parisyan,Welterweight Bout
156,UFC 44: Undisputed,Rich Franklin vs Edwin DeWees,Rich Franklin,Edwin DeWees,1,0,37,46,4,6,44,53,13,15,0,0,1,1,0,1,0,0,119,34,21,30,1,2,15,15,3,4,1,1,0,0,3,4,0,2,21,24,4,4,13,18,0,0,KO/TKO ,215,1,3,Rich Franklin,Light Heavyweight Bout
157,UFC 44: Undisputed,Jorge Rivera vs David Loiseau,Jorge Rivera,David Loiseau,1,0,80,136,35,78,154,210,49,92,0,0,0,3,0,0,0,0,328,29,39,88,25,64,24,26,3,6,17,22,7,8,20,55,8,26,57,78,27,52,3,3,0,0,Decision - Unanimous ,900,3,3,Jorge Rivera,Middleweight Bout
158,UFC 44: Undisputed,Tim Sylvia vs Gan McGee,Tim Sylvia,Gan McGee,1,0,10,34,7,25,10,34,7,25,0,0,0,0,0,0,0,0,4,0,10,34,5,23,0,0,1,1,0,0,1,1,6,29,7,25,0,0,0,0,4,5,0,0,KO/TKO ,114,1,5,Tim Sylvia,UFC Heavyweight Title Bout
159,UFC 44: Undisputed,Andrei Arlovski vs Vladimir Matyushenko,Andrei Arlovski,Vladimir Matyushenko,2,0,9,20,5,17,26,39,5,17,0,0,0,6,0,0,0,0,35,3,8,19,4,15,1,1,0,1,0,0,1,1,3,10,3,11,2,3,1,5,4,7,1,1,KO/TKO ,119,1,3,Andrei Arlovski,Heavyweight Bout
160,UFC 44: Undisputed,Randy Couture vs Tito Ortiz,Randy Couture,Tito Ortiz,0,0,88,136,16,30,194,244,34,48,8,12,2,6,0,0,0,0,1273,129,65,113,3,16,11,11,11,12,12,12,2,2,1,5,1,11,16,18,14,18,71,113,1,1,Decision - Unanimous ,1500,5,5,Randy Couture,UFC Light Heavyweight Title Bout
161,UFC 43: Meltdown,Pedro Rizzo vs Tra Telligman,Pedro Rizzo,Tra Telligman,0,1,40,91,34,67,67,121,42,77,1,3,0,0,0,0,0,0,205,23,24,67,19,49,6,6,9,11,10,18,6,7,20,64,24,55,10,11,9,11,10,16,1,1,TKO - Doctor's Stoppage ,564,2,3,Pedro Rizzo,Heavyweight Bout
162,UFC 43: Meltdown,Falaniko Vitale vs Matt Lindland,Falaniko Vitale,Matt Lindland,0,0,2,7,2,9,6,11,6,13,0,1,0,3,0,0,0,0,27,55,1,5,0,6,0,1,1,1,1,1,1,2,0,4,0,6,1,2,2,3,1,1,0,0,KO/TKO ,116,1,3,Falaniko Vitale,Middleweight Bout
163,UFC 43: Meltdown,Yves Edwards vs Eddie Ruiz,Yves Edwards,Eddie Ruiz,1,0,21,40,3,12,57,79,30,43,0,0,2,16,3,0,1,2,419,285,10,26,0,6,10,12,1,2,1,2,2,4,3,14,2,9,14,17,1,2,4,9,0,1,Decision - Unanimous ,900,3,3,Yves Edwards,Lightweight Bout
164,UFC 43: Meltdown,Frank Mir vs Wes Sims,Frank Mir,Wes Sims,0,0,4,7,1,1,18,21,8,11,1,1,0,0,4,0,0,0,158,11,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,1,DQ ,175,1,3,Frank Mir,Heavyweight Bout
165,UFC 43: Meltdown,Vernon White vs Ian Freeman,Vernon White,Ian Freeman,0,0,45,82,18,54,107,148,75,116,1,5,2,5,0,1,1,0,296,389,22,51,16,51,11,17,0,1,12,14,2,2,8,21,5,21,20,32,8,18,17,29,5,15,Decision - Split ,900,3,3,D,Heavyweight Bout
166,UFC 43: Meltdown,Vitor Belfort vs Marvin Eastman,Vitor Belfort,Marvin Eastman,1,0,9,12,1,5,9,12,1,5,0,0,0,0,0,0,0,0,3,0,8,11,0,2,0,0,0,0,1,1,1,3,1,2,1,5,2,2,0,0,6,8,0,0,KO/TKO ,67,1,3,Vitor Belfort,Light Heavyweight Bout
167,UFC 43: Meltdown,Kimo Leopoldo vs David Abbott,Kimo Leopoldo,David Abbott,0,0,1,1,0,0,1,1,3,3,1,1,0,0,1,0,0,0,112,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Submission ,119,1,3,Kimo Leopoldo,Heavyweight Bout
168,UFC 43: Meltdown,Randy Couture vs Chuck Liddell,Randy Couture,Chuck Liddell,0,0,46,87,22,59,56,99,35,72,4,5,0,1,1,0,0,1,202,124,39,79,11,47,3,4,0,0,4,4,11,12,27,59,12,44,11,13,10,15,8,15,0,0,KO/TKO ,759,3,5,Randy Couture,UFC Interim Light Heavyweight Title Bout
169,UFC 42: Sudden Impact,David Loiseau vs Mark Weir,David Loiseau,Mark Weir,0,0,16,20,2,2,19,24,12,12,1,2,0,0,0,0,0,0,212,0,15,19,0,0,0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,1,15,19,0,0,KO/TKO ,235,1,3,David Loiseau,Middleweight Bout
170,UFC 42: Sudden Impact,Hermes Franca vs Richard Crunkilton,Hermes Franca,Richard Crunkilton,1,0,27,54,29,89,97,125,77,148,2,11,4,7,9,0,0,0,43,441,20,47,22,78,4,4,2,4,3,3,5,7,20,43,16,61,7,10,1,6,0,1,12,22,Decision - Unanimous ,900,3,3,Hermes Franca,Lightweight Bout
171,UFC 42: Sudden Impact,Duane Ludwig vs Genki Sudo,Duane Ludwig,Genki Sudo,0,0,38,57,24,63,73,101,52,96,0,0,3,6,0,0,0,0,247,409,13,29,13,44,22,25,3,8,3,3,8,11,12,24,11,25,10,11,0,0,16,22,13,38,Decision - Unanimous ,900,3,3,Duane Ludwig,Lightweight Bout
172,UFC 42: Sudden Impact,Rich Franklin vs Evan Tanner,Rich Franklin,Evan Tanner,1,0,16,38,6,14,16,38,6,14,0,0,0,0,0,0,0,0,2,0,13,34,0,5,1,1,5,8,2,3,1,1,16,38,4,12,0,0,2,2,0,0,0,0,KO/TKO ,160,1,3,Rich Franklin,Light Heavyweight Bout
173,UFC 42: Sudden Impact,Wesley Correira vs Sean Alvarez,Wesley Correira,Sean Alvarez,0,0,22,42,6,16,75,95,16,26,0,0,0,9,0,0,0,0,13,197,21,41,1,8,1,1,0,1,0,0,5,7,3,11,5,10,19,31,1,6,0,0,0,0,KO/TKO ,406,2,3,Wesley Correira,Heavyweight Bout
174,UFC 42: Sudden Impact,Dave Strasser vs Romie Aram,Dave Strasser,Romie Aram,0,1,60,125,24,70,107,176,78,125,1,2,2,4,0,0,0,0,284,294,46,105,21,67,12,18,1,1,2,2,2,2,22,56,10,38,14,34,11,26,24,35,3,6,Decision - Unanimous ,900,3,3,Dave Strasser,Welterweight Bout
175,UFC 42: Sudden Impact,Pete Spratt vs Robbie Lawler,Pete Spratt,Robbie Lawler,0,0,19,27,15,25,25,33,24,34,1,1,2,2,0,0,0,0,99,137,6,13,3,11,6,6,11,13,7,8,1,1,7,12,1,5,12,14,12,16,0,1,2,4,Submission ,448,2,3,Pete Spratt,Welterweight Bout
176,UFC 42: Sudden Impact,Matt Hughes vs Sean Sherk,Matt Hughes,Sean Sherk,0,0,44,88,19,39,96,140,144,167,5,7,3,5,1,1,0,0,899,347,42,86,19,39,2,2,0,0,0,0,0,0,9,36,2,14,0,0,3,5,35,52,14,20,Decision - Unanimous ,1500,5,5,Matt Hughes,UFC Welterweight Title Bout
177,UFC 41: Onslaught,Yves Edwards vs Rich Clementi,Yves Edwards,Rich Clementi,1,0,51,96,31,64,79,129,59,95,0,0,2,8,1,0,0,0,212,207,29,73,17,48,12,13,7,8,10,10,7,8,27,59,15,45,18,24,11,12,6,13,5,7,Submission ,847,3,3,Yves Edwards,Lightweight Bout
178,UFC 41: Onslaught,Gan McGee vs Alexandre Dantas,Gan McGee,Alexandre Dantas,0,0,9,23,1,4,13,28,1,4,0,0,0,7,0,1,0,0,83,116,9,23,0,3,0,0,0,0,0,0,1,1,1,10,0,3,0,0,1,1,8,13,0,0,KO/TKO ,289,1,3,Gan McGee,Heavyweight Bout
179,UFC 41: Onslaught,Din Thomas vs Matt Serra,Din Thomas,Matt Serra,0,0,29,61,26,81,59,92,42,97,0,0,1,28,0,0,0,0,105,86,18,49,5,60,6,7,15,15,5,5,6,6,22,54,9,62,7,7,17,19,0,0,0,0,Decision - Split ,900,3,3,Din Thomas,Lightweight Bout
180,UFC 41: Onslaught,Vladimir Matyushenko vs Pedro Rizzo,Vladimir Matyushenko,Pedro Rizzo,0,0,24,38,12,37,94,113,29,54,5,19,0,3,0,0,0,0,434,79,17,29,6,31,1,2,1,1,6,7,5,5,11,25,10,35,3,3,2,2,10,10,0,0,Decision - Unanimous ,900,3,3,Vladimir Matyushenko,Heavyweight Bout
181,UFC 41: Onslaught,Matt Lindland vs Phil Baroni,Matt Lindland,Phil Baroni,0,0,40,76,44,73,180,230,83,113,4,13,1,2,2,0,1,0,612,48,31,67,15,44,8,8,29,29,1,1,0,0,5,27,5,20,11,19,22,34,24,30,17,19,Decision - Unanimous ,900,3,3,Matt Lindland,Middleweight Bout
182,UFC 41: Onslaught,BJ Penn vs Caol Uno,BJ Penn,Caol Uno,0,0,67,93,64,97,111,137,105,138,5,8,6,7,0,1,0,2,430,447,44,69,19,43,21,21,12,16,2,3,33,38,24,43,34,60,17,19,14,15,26,31,16,22,Decision - Split ,1500,5,5,D,UFC Lightweight Title Bout
183,UFC 41: Onslaught,Frank Mir vs David Abbott,Frank Mir,David Abbott,0,0,0,1,1,5,0,1,2,6,0,2,0,0,2,0,0,0,0,38,0,1,1,5,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,1,Submission ,46,1,3,Frank Mir,Heavyweight Bout
184,UFC 41: Onslaught,Tim Sylvia vs Ricco Rodriguez,Tim Sylvia,Ricco Rodriguez,1,0,12,25,7,10,15,28,10,13,0,0,0,2,0,1,0,0,78,0,10,23,4,7,1,1,1,1,1,1,2,2,7,18,6,9,0,0,1,1,5,7,0,0,KO/TKO ,189,1,5,Tim Sylvia,UFC Heavyweight Title Bout
185,UFC 40: Vendetta,Phillip Miller vs Mark Weir,Phillip Miller,Mark Weir,0,1,10,21,19,31,20,33,39,57,2,2,0,0,1,3,1,1,393,163,6,17,19,31,4,4,0,0,0,0,0,0,0,0,3,6,0,0,0,0,10,21,16,25,Submission ,590,2,3,Phillip Miller,Middleweight Bout
186,UFC 40: Vendetta,Vladimir Matyushenko vs Travis Wiuff,Vladimir Matyushenko,Travis Wiuff,0,0,24,32,0,0,56,66,3,3,2,3,0,3,0,1,0,0,196,3,19,26,0,0,5,6,0,0,0,0,0,0,0,2,0,0,8,10,0,0,16,20,0,0,KO/TKO ,250,1,3,Vladimir Matyushenko,Heavyweight Bout
187,UFC 40: Vendetta,Andrei Arlovski vs Ian Freeman,Andrei Arlovski,Ian Freeman,1,0,14,26,1,11,14,26,1,11,0,0,0,0,0,0,0,0,3,0,7,19,0,10,0,0,0,0,7,7,1,1,10,22,1,10,4,4,0,1,0,0,0,0,KO/TKO ,78,1,3,Andrei Arlovski,Heavyweight Bout
188,UFC 40: Vendetta,Robbie Lawler vs Tiki Ghosn,Robbie Lawler,Tiki Ghosn,1,0,5,11,7,14,5,11,7,14,0,0,0,0,0,0,0,0,2,0,5,11,0,4,0,0,1,1,0,0,6,9,4,9,7,14,0,0,0,0,1,2,0,0,KO/TKO ,89,1,3,Robbie Lawler,Welterweight Bout
189,UFC 40: Vendetta,Carlos Newton vs Pete Spratt,Carlos Newton,Pete Spratt,0,0,0,0,1,2,0,0,3,4,1,1,0,0,1,0,0,0,78,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,Submission ,105,1,3,Carlos Newton,Welterweight Bout
190,UFC 40: Vendetta,Matt Hughes vs Gil Castillo,Matt Hughes,Gil Castillo,0,0,22,32,1,2,36,46,1,2,1,1,0,0,0,0,0,0,244,0,14,24,1,2,6,6,0,0,2,2,0,0,4,8,1,2,0,0,0,0,18,24,0,0,TKO - Doctor's Stoppage ,300,1,5,Matt Hughes,UFC Welterweight Title Bout
191,UFC 40: Vendetta,Chuck Liddell vs Renato Sobral,Chuck Liddell,Renato Sobral,1,0,13,35,10,18,13,35,10,18,0,0,0,2,0,0,0,0,3,0,12,33,2,9,1,2,0,0,0,0,8,9,12,34,10,18,0,0,0,0,1,1,0,0,KO/TKO ,175,1,3,Chuck Liddell,Light Heavyweight Bout
192,UFC 40: Vendetta,Tito Ortiz vs Ken Shamrock,Tito Ortiz,Ken Shamrock,0,0,74,126,12,44,155,214,48,84,3,5,0,1,1,0,0,0,627,1,64,116,8,39,8,8,3,4,2,2,1,1,24,50,5,28,24,35,7,16,26,41,0,0,KO/TKO ,900,3,5,Tito Ortiz,UFC Light Heavyweight Title Bout
193,UFC 39: The Warriors Return,Sean Sherk vs Benji Radach,Sean Sherk,Benji Radach,0,0,6,8,7,18,15,17,36,47,1,5,0,0,0,0,0,0,188,7,6,8,6,14,0,0,1,4,0,0,0,0,0,1,4,10,0,0,3,8,6,7,0,0,TKO - Doctor's Stoppage ,256,1,3,Sean Sherk,Welterweight Bout
194,UFC 39: The Warriors Return,Matt Lindland vs Ivan Salaverry,Matt Lindland,Ivan Salaverry,0,0,16,63,32,70,85,145,50,89,6,9,0,2,0,0,0,1,478,36,14,58,4,37,0,2,10,11,2,3,18,22,6,43,27,62,4,8,5,8,6,12,0,0,Decision - Unanimous ,900,3,3,Matt Lindland,Middleweight Bout
195,UFC 39: The Warriors Return,Phil Baroni vs Dave Menne,Phil Baroni,Dave Menne,1,0,8,13,1,7,8,13,1,7,0,0,0,0,0,0,0,0,0,0,8,13,0,6,0,0,0,0,0,0,1,1,8,13,1,7,0,0,0,0,0,0,0,0,KO/TKO ,18,1,3,Phil Baroni,Middleweight Bout
196,UFC 39: The Warriors Return,Gan McGee vs Pedro Rizzo,Gan McGee,Pedro Rizzo,0,0,17,58,14,28,17,58,14,28,0,3,0,0,0,0,0,0,11,0,13,53,4,18,3,3,0,0,1,2,10,10,17,57,14,28,0,1,0,0,0,0,0,0,KO/TKO ,300,1,3,Gan McGee,Heavyweight Bout
197,UFC 39: The Warriors Return,Caol Uno vs Din Thomas,Caol Uno,Din Thomas,0,0,35,56,11,24,85,112,59,78,0,0,3,6,0,4,0,0,553,210,25,45,11,21,6,6,0,3,4,5,0,0,5,10,4,8,7,9,3,9,23,37,4,7,Decision - Unanimous ,900,3,3,Caol Uno,Lightweight Bout
198,UFC 39: The Warriors Return,BJ Penn vs Matt Serra,BJ Penn,Matt Serra,0,0,32,52,8,49,71,92,22,63,1,1,1,17,0,1,0,0,55,258,12,31,4,42,10,11,2,2,10,10,2,5,12,24,3,35,17,23,5,14,3,5,0,0,Decision - Unanimous ,900,3,3,BJ Penn,Lightweight Bout
199,UFC 39: The Warriors Return,Tim Sylvia vs Wesley Correira,Tim Sylvia,Wesley Correira,0,0,138,214,26,65,155,232,26,65,0,0,0,1,0,0,0,0,3,0,115,186,21,60,13,17,4,4,10,11,1,1,91,155,24,62,47,59,2,3,0,0,0,0,KO/TKO ,403,2,3,Tim Sylvia,Heavyweight Bout
200,UFC 39: The Warriors Return,Ricco Rodriguez vs Randy Couture,Ricco Rodriguez,Randy Couture,0,0,39,80,39,78,128,172,75,114,4,5,5,5,1,0,0,1,665,530,34,72,32,70,4,7,5,6,1,1,2,2,7,26,9,26,2,4,5,8,30,50,25,44,KO/TKO ,1384,5,5,Ricco Rodriguez,UFC Heavyweight Title Bout
201,UFC 38: Brawl at the Hall,Evan Tanner vs Chris Haseman,Evan Tanner,Chris Haseman,0,0,70,98,14,20,131,161,49,56,3,5,0,0,0,2,0,0,829,14,47,71,3,8,21,23,6,6,2,4,5,6,7,9,5,9,10,13,5,7,53,76,4,4,Decision - Unanimous ,900,3,3,Evan Tanner,Light Heavyweight Bout
202,UFC 38: Brawl at the Hall,Renato Sobral vs Elvis Sinosic,Renato Sobral,Elvis Sinosic,0,0,42,90,7,20,117,174,79,99,4,4,0,1,0,0,0,0,778,3,36,83,3,15,2,2,3,3,4,5,1,2,9,18,6,18,0,0,0,0,33,72,1,2,Decision - Unanimous ,900,3,3,Renato Sobral,Light Heavyweight Bout
203,UFC 38: Brawl at the Hall,Phillip Miller vs James Zikic,Phillip Miller,James Zikic,0,0,30,53,29,66,82,114,55,93,4,22,0,1,0,1,0,0,583,166,24,45,20,56,4,6,8,9,2,2,1,1,8,14,8,25,7,11,11,18,15,28,10,23,Decision - Unanimous ,900,3,3,Phillip Miller,Light Heavyweight Bout
204,UFC 38: Brawl at the Hall,Genki Sudo vs Leigh Remedios,Genki Sudo,Leigh Remedios,0,0,9,29,5,12,17,37,32,42,2,3,0,0,3,0,0,0,211,85,8,21,1,7,0,1,1,1,1,7,3,4,3,18,3,9,0,2,2,3,6,9,0,0,Submission ,398,2,3,Genki Sudo,Lightweight Bout
205,UFC 38: Brawl at the Hall,Mark Weir vs Eugene Jackson,Mark Weir,Eugene Jackson,1,0,4,6,0,1,4,6,0,1,0,0,0,0,0,0,0,0,1,0,4,6,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,3,4,0,0,KO/TKO ,10,1,3,Mark Weir,Middleweight Bout
206,UFC 38: Brawl at the Hall,Ian Freeman vs Frank Mir,Ian Freeman,Frank Mir,0,0,34,44,6,10,60,70,6,10,0,0,1,5,0,3,1,0,177,15,28,38,1,4,5,5,3,4,1,1,2,2,3,6,4,8,11,11,2,2,20,27,0,0,KO/TKO ,275,1,3,Ian Freeman,Heavyweight Bout
207,UFC 38: Brawl at the Hall,Matt Hughes vs Carlos Newton,Matt Hughes,Carlos Newton,0,0,58,77,3,9,104,123,8,14,4,6,0,1,1,1,0,1,977,52,47,65,3,9,11,12,0,0,0,0,0,0,0,5,1,6,1,1,0,1,57,71,2,2,KO/TKO ,1117,4,5,Matt Hughes,UFC Welterweight Title Bout
208,UFC 37.5: As Real As It Gets,Yves Edwards vs Joao Pierini,Yves Edwards,Joao Pierini,0,0,6,9,1,7,6,9,1,7,0,0,0,0,0,0,0,0,9,0,3,6,1,7,0,0,0,0,3,3,0,0,5,6,1,7,0,0,0,0,1,3,0,0,KO/TKO ,79,1,3,Yves Edwards,Lightweight Bout
209,UFC 37.5: As Real As It Gets,Tony Fryklund vs Rodrigo Ruas,Tony Fryklund,Rodrigo Ruas,1,0,60,102,11,31,127,174,19,42,0,0,0,0,1,0,0,0,415,4,52,93,5,25,6,6,0,0,2,3,6,6,6,17,9,24,5,7,2,7,49,78,0,0,KO/TKO ,514,2,3,Tony Fryklund,Middleweight Bout
210,UFC 37.5: As Real As It Gets,Robbie Lawler vs Steve Berger,Robbie Lawler,Steve Berger,1,0,28,51,11,37,39,62,28,54,1,1,1,3,0,0,0,0,122,26,16,39,2,26,12,12,8,10,0,0,1,1,3,14,0,16,17,23,11,21,8,14,0,0,KO/TKO ,327,2,3,Robbie Lawler,Welterweight Bout
211,UFC 37.5: As Real As It Gets,Pete Spratt vs Zach Light,Pete Spratt,Zach Light,0,0,3,5,2,5,5,7,13,16,0,0,1,1,1,0,0,0,3,123,1,3,2,5,2,2,0,0,0,0,0,0,2,4,1,1,1,1,0,0,0,0,1,4,Submission ,145,1,3,Pete Spratt,Welterweight Bout
212,UFC 37.5: As Real As It Gets,Benji Radach vs Nick Serra,Benji Radach,Nick Serra,1,0,26,46,0,8,67,92,23,31,0,0,1,10,0,2,0,0,614,104,24,43,0,8,2,3,0,0,0,0,0,0,3,9,0,8,2,2,0,0,21,35,0,0,Decision - Unanimous ,900,3,3,Benji Radach,Welterweight Bout
213,UFC 37.5: As Real As It Gets,Chuck Liddell vs Vitor Belfort,Chuck Liddell,Vitor Belfort,1,0,43,78,20,42,59,95,26,49,0,0,3,4,0,0,0,0,214,126,7,38,12,32,5,7,0,1,31,33,8,9,20,53,14,34,17,18,3,3,6,7,3,5,Decision - Unanimous ,900,3,3,Chuck Liddell,Light Heavyweight Bout
214,UFC 37: High Impact,Robbie Lawler vs Aaron Riley,Robbie Lawler,Aaron Riley,1,0,64,153,55,130,87,176,93,170,6,8,0,3,0,1,0,0,269,86,52,137,18,83,9,11,18,20,3,5,19,27,34,94,31,83,21,41,24,47,9,18,0,0,Decision - Unanimous ,900,3,3,Robbie Lawler,Welterweight Bout
215,UFC 37: High Impact,Benji Radach vs Steve Berger,Benji Radach,Steve Berger,1,0,10,12,0,2,10,12,0,2,0,0,0,0,0,0,0,0,13,0,10,12,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,9,11,0,0,Overturned ,27,1,3,NC,Welterweight Bout
216,UFC 37: High Impact,Ivan Salaverry vs Andrei Semenov,Ivan Salaverry,Andrei Semenov,0,0,43,72,5,46,156,190,5,46,2,2,1,2,8,1,0,0,355,105,20,39,3,40,6,9,0,1,17,24,2,5,26,45,5,44,4,7,0,1,13,20,0,1,KO/TKO ,747,3,3,Ivan Salaverry,Middleweight Bout
217,UFC 37: High Impact,Caol Uno vs Yves Edwards,Caol Uno,Yves Edwards,0,0,19,32,13,23,58,81,30,42,3,6,1,1,1,1,2,0,408,230,8,19,5,14,2,3,3,4,9,10,5,5,6,13,5,10,6,8,7,11,7,11,1,2,Decision - Unanimous ,900,3,3,Caol Uno,Lightweight Bout
218,UFC 37: High Impact,Phil Baroni vs Amar Suloev,Phil Baroni,Amar Suloev,0,0,11,23,9,15,19,33,9,15,0,2,1,1,0,1,0,0,51,3,10,19,7,13,0,1,0,0,1,3,2,2,4,14,7,13,0,0,0,0,7,9,2,2,KO/TKO ,179,1,3,Phil Baroni,Middleweight Bout
219,UFC 37: High Impact,BJ Penn vs Paul Creighton,BJ Penn,Paul Creighton,0,0,39,56,6,8,91,108,8,10,0,0,3,8,0,0,0,0,208,106,17,32,2,4,14,14,4,4,8,10,0,0,2,7,1,3,20,21,4,4,17,28,1,1,KO/TKO ,503,2,3,BJ Penn,Lightweight Bout
220,UFC 37: High Impact,Ricco Rodriguez vs Tsuyoshi Kohsaka,Ricco Rodriguez,Tsuyoshi Kohsaka,0,0,19,33,6,11,58,77,27,33,3,5,1,1,1,0,0,0,430,33,18,30,3,8,1,3,2,2,0,0,1,1,0,3,1,2,1,1,3,7,18,29,2,2,KO/TKO ,505,2,3,Ricco Rodriguez,Heavyweight Bout
221,UFC 37: High Impact,Murilo Bustamante vs Matt Lindland,Murilo Bustamante,Matt Lindland,1,0,17,40,35,66,39,62,82,113,2,2,0,3,2,1,0,1,191,297,15,38,6,35,2,2,9,10,0,0,20,21,7,13,7,28,2,5,25,33,8,22,3,5,Submission ,693,3,5,Murilo Bustamante,UFC Middleweight Title Bout
222,UFC 36: Worlds Collide,Sean Sherk vs Jutaro Nakao,Sean Sherk,Jutaro Nakao,0,0,21,30,4,20,227,241,8,24,7,14,0,0,0,0,0,0,730,2,16,25,1,13,1,1,2,6,4,4,1,1,2,6,2,14,5,6,2,6,14,18,0,0,Decision - Unanimous ,900,3,3,Sean Sherk,Welterweight Bout
223,UFC 36: Worlds Collide,Matt Serra vs Kelly Dullanty,Matt Serra,Kelly Dullanty,0,0,2,8,0,1,14,20,17,21,1,3,0,0,3,0,0,0,142,11,2,8,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,6,0,0,Submission ,178,1,3,Matt Serra,Lightweight Bout
224,UFC 36: Worlds Collide,Frank Mir vs Pete Williams,Frank Mir,Pete Williams,0,0,4,6,0,1,4,6,0,1,0,0,1,1,1,0,0,0,2,19,1,3,0,1,1,1,0,0,2,2,0,0,4,6,0,1,0,0,0,0,0,0,0,0,Submission ,46,1,3,Frank Mir,Heavyweight Bout
225,UFC 36: Worlds Collide,Evan Tanner vs Elvis Sinosic,Evan Tanner,Elvis Sinosic,0,0,7,13,4,8,12,18,7,11,0,0,0,0,0,0,0,0,103,0,5,10,0,4,2,3,2,2,0,0,2,2,0,4,2,5,2,3,2,3,5,6,0,0,TKO - Doctor's Stoppage ,126,1,3,Evan Tanner,Light Heavyweight Bout
226,UFC 36: Worlds Collide,Matt Lindland vs Pat Miletich,Matt Lindland,Pat Miletich,0,0,20,40,1,2,62,85,1,2,1,1,0,0,0,0,0,0,170,0,19,39,0,1,1,1,1,1,0,0,0,0,0,2,1,2,0,0,0,0,20,38,0,0,KO/TKO ,189,1,3,Matt Lindland,Middleweight Bout
227,UFC 36: Worlds Collide,Matt Hughes vs Hayato Sakurai,Matt Hughes,Hayato Sakurai,0,1,36,58,5,12,112,137,14,22,9,11,0,0,0,0,0,0,952,0,34,56,4,11,2,2,0,0,0,0,1,1,8,12,5,12,1,1,0,0,27,45,0,0,KO/TKO ,1081,4,5,Matt Hughes,UFC Welterweight Title Bout
