,EVENT,BOUT,FIGHTER_RED,FIGHTER_BLUE,KD_RED,KD_BLUE,SIG_STR_LAND_RED,SIG_STR_ATT_RED,SIG_STR_LAND_BLUE,SIG_STR_ATT_BLUE,TOTAL_STR_LAND_RED,TOTAL_STR_ATT_RED,TOTAL_STR_LAND_BLUE,TOTAL_STR_ATT_BLUE,TD_RED,TD_ATT_RED,TD_BLUE,TD_ATT_BLUE,SUB_ATT_RED,SUB_ATT_BLUE,REV_RED,REV_BLUE,CTRL_TIME_RED(sec),CTRL_TIME-BLUE(sec),HEAD_LAND_RED,HEAD_ATT_RED,HEAD_LAND_BLUE,HEAD_ATT_BLUE,BODY_LAND_RED,BODY_ATT_RED,BODY_LAND_BLUE,BODY_ATT_BLUE,LEG_LAND_RED,LEG_ATT_RED,LEG_LAND_BLUE,LEG_ATT_BLUE,STD_STR_LAND_RED,STD_STR_ATT_RED,STD_STR_LAND_BLUE,STD_STR_ATT_BLUE,CLINCH_STR_LAND_RED,CLINCH_STR_ATT_RED,CLINCH_STR_LAND_BLUE,CLINCH_STR_ATT_BLUE,GRD_STR_LAND_RED,GRD_STR_ATT_RED,GRD_STR_LAND_BLUE,GRD_STR_ATT_BLUE,WIN_BY,Fight_Time_(sec),LAST_ROUND,FORMAT,WINNER,WeightClass
10,UFC 119: Mir vs Cro Cop,Frank Mir vs Mirko Filipovic,Frank Mir,Mirko Filipovic,1,0,25,79,19,69,45,100,33,89,0,2,0,0,0,0,0,0,269,0,11,61,12,61,7,9,4,4,7,9,3,4,13,66,13,62,12,13,6,7,0,0,0,0,KO/TKO ,842,3,3,Frank Mir,Heavyweight Bout
11,UFC Fight Night: Marquardt vs Palhares,Brian Foster vs Forrest Petz,Brian Foster,Forrest Petz,1,0,17,27,1,7,20,32,1,7,0,0,0,0,0,0,0,0,10,0,15,25,1,6,1,1,0,1,1,1,0,0,6,8,1,7,0,0,0,0,11,19,0,0,KO/TKO ,67,1,3,Brian Foster,Welterweight Bout
12,UFC Fight Night: Marquardt vs Palhares,TJ Waldburger vs David Mitchell,TJ Waldburger,David Mitchell,0,0,37,58,13,18,69,96,50,59,6,7,2,3,7,6,3,0,652,95,32,52,9,11,1,2,2,3,4,4,2,4,3,3,3,5,3,5,4,6,31,50,6,7,Decision - Unanimous ,900,3,3,TJ Waldburger,Welterweight Bout
13,UFC Fight Night: Marquardt vs Palhares,Rich Attonito vs Rafael Natal,Rich Attonito,Rafael Natal,1,0,25,80,28,102,46,103,51,132,0,1,2,9,0,0,0,0,195,96,15,67,14,69,2,4,5,21,8,9,9,12,14,59,26,98,1,2,1,2,10,19,1,2,Decision - Unanimous ,900,3,3,Rich Attonito,Middleweight Bout
14,UFC Fight Night: Marquardt vs Palhares,David Branch vs Tomasz Drwal,Tomasz Drwal,David Branch,0,0,10,43,15,31,19,55,62,85,0,0,3,10,0,0,0,0,83,459,7,37,8,19,2,3,4,5,1,3,3,7,9,38,7,19,1,5,2,4,0,0,6,8,Decision - Unanimous ,900,3,3,David Branch,Middleweight Bout
15,UFC Fight Night: Marquardt vs Palhares,Kyle Kingsbury vs Jared Hamman,Jared Hamman,Kyle Kingsbury,0,0,88,239,79,219,146,298,88,229,0,2,9,13,0,0,0,0,15,284,65,203,48,175,14,22,10,16,9,14,21,28,77,211,72,206,8,20,5,9,3,8,2,4,Decision - Unanimous ,900,3,3,Kyle Kingsbury,Light Heavyweight Bout
16,UFC Fight Night: Marquardt vs Palhares,Yves Edwards vs John Gunderson,Yves Edwards,John Gunderson,0,0,54,125,15,82,98,177,24,91,1,1,0,6,1,2,0,0,483,49,42,110,5,67,9,11,5,7,3,4,5,8,20,64,12,76,4,6,3,6,30,55,0,0,Decision - Unanimous ,900,3,3,Yves Edwards,Lightweight Bout
17,UFC Fight Night: Marquardt vs Palhares,Cole Miller vs Ross Pearson,Cole Miller,Ross Pearson,1,0,24,78,26,71,24,78,30,75,1,4,0,0,1,0,0,0,39,20,18,71,10,54,3,3,2,2,3,4,14,15,23,75,24,66,0,2,1,3,1,1,1,2,Submission ,409,2,3,Cole Miller,Lightweight Bout
18,UFC Fight Night: Marquardt vs Palhares,Jim Miller vs Gleison Tibau,Jim Miller,Gleison Tibau,0,0,29,113,23,100,44,128,36,114,0,6,4,5,2,0,0,0,125,201,13,85,21,94,7,15,1,4,9,13,1,2,25,101,20,92,4,12,3,7,0,0,0,1,Decision - Unanimous ,900,3,3,Jim Miller,Lightweight Bout
19,UFC Fight Night: Marquardt vs Palhares,Charles Oliveira vs Efrain Escudero,Efrain Escudero,Charles Oliveira,0,0,13,76,35,91,26,89,60,118,0,1,2,9,0,1,0,0,167,64,10,68,9,52,1,2,9,17,2,6,17,22,7,65,31,86,4,7,4,5,2,4,0,0,Submission ,745,3,3,Charles Oliveira,Lightweight Bout
20,UFC Fight Night: Marquardt vs Palhares,Nate Marquardt vs Rousimar Palhares,Nate Marquardt,Rousimar Palhares,0,0,13,35,1,6,18,40,1,6,0,0,0,1,1,1,0,0,17,27,12,33,1,6,0,1,0,0,1,1,0,0,4,20,1,6,0,0,0,0,9,15,0,0,KO/TKO ,208,1,3,Nate Marquardt,Middleweight Bout
21,UFC 118: Edgar vs Penn 2,Mike Pierce vs Amilcar Alves,Mike Pierce,Amilcar Alves,0,0,31,47,4,10,87,110,12,20,4,6,0,0,2,0,0,0,719,0,11,25,3,7,9,9,0,1,11,13,1,2,0,4,1,6,4,6,0,1,27,37,3,3,Submission ,791,3,3,Mike Pierce,Welterweight Bout
22,UFC 118: Edgar vs Penn 2,Greg Soto vs Nick Osipczak,Nick Osipczak,Greg Soto,0,0,29,67,70,100,44,83,152,212,0,1,3,7,1,1,0,0,57,662,21,56,44,72,7,10,24,25,1,1,2,3,12,40,10,28,12,22,10,12,5,5,50,60,Decision - Unanimous ,900,3,3,Greg Soto,Welterweight Bout
23,UFC 118: Edgar vs Penn 2,Dan Miller vs John Salter,Dan Miller,John Salter,0,0,23,74,21,52,23,74,29,62,0,1,2,3,2,0,0,0,8,99,17,67,18,49,3,4,2,2,3,3,1,1,23,73,17,46,0,1,3,5,0,0,1,1,Submission ,413,2,3,Dan Miller,Middleweight Bout
24,UFC 118: Edgar vs Penn 2,Nik Lentz vs Andre Winner,Andre Winner,Nik Lentz,0,0,20,35,23,32,41,56,80,95,0,0,7,18,0,1,0,0,25,780,11,25,10,16,9,9,11,13,0,1,2,3,5,16,9,14,15,19,11,15,0,0,3,3,Decision - Unanimous ,900,3,3,Nik Lentz,Lightweight Bout
25,UFC 118: Edgar vs Penn 2,Joe Lauzon vs Gabe Ruediger,Joe Lauzon,Gabe Ruediger,0,0,19,28,1,8,19,29,1,8,2,3,0,0,1,0,0,0,93,0,19,28,1,7,0,0,0,0,0,0,0,1,3,5,1,8,1,2,0,0,15,21,0,0,Submission ,121,1,3,Joe Lauzon,Lightweight Bout
26,UFC 118: Edgar vs Penn 2,Nate Diaz vs Marcus Davis,Nate Diaz,Marcus Davis,0,1,94,328,52,203,122,358,61,213,1,5,1,1,1,0,1,0,144,12,76,300,36,181,9,16,5,10,9,12,11,12,85,309,45,190,7,16,6,9,2,3,1,4,Submission ,842,3,3,Nate Diaz,Welterweight Bout
27,UFC 118: Edgar vs Penn 2,Gray Maynard vs Kenny Florian,Kenny Florian,Gray Maynard,0,0,14,63,15,53,33,85,47,86,0,0,5,7,0,0,0,0,0,399,7,50,12,49,4,9,3,4,3,4,0,0,11,60,4,32,2,2,0,1,1,1,11,20,Decision - Unanimous ,900,3,3,Gray Maynard,Lightweight Bout
28,UFC 118: Edgar vs Penn 2,Demian Maia vs Mario Miranda,Demian Maia,Mario Miranda,0,0,30,49,14,41,104,146,29,60,5,7,0,0,1,0,0,2,592,81,21,36,5,27,5,9,2,5,4,4,7,9,6,16,9,26,3,8,1,4,21,25,4,11,Decision - Unanimous ,900,3,3,Demian Maia,Middleweight Bout
29,UFC 118: Edgar vs Penn 2,Randy Couture vs James Toney,Randy Couture,James Toney,0,0,8,11,0,0,41,50,4,6,1,1,0,0,2,0,0,0,182,0,7,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,Submission ,199,1,3,Randy Couture,Heavyweight Bout
30,UFC 118: Edgar vs Penn 2,Frankie Edgar vs BJ Penn,Frankie Edgar,BJ Penn,0,0,94,234,36,146,142,285,56,167,3,9,2,3,0,0,1,0,402,85,59,179,29,132,22,35,7,13,13,20,0,1,67,197,32,141,11,16,3,4,16,21,1,1,Decision - Unanimous ,1500,5,5,Frankie Edgar,UFC Lightweight Title Bout
31,UFC 117: Silva vs Sonnen,Dennis Hallman vs Ben Saunders,Ben Saunders,Dennis Hallman,0,0,30,45,28,55,54,72,96,132,0,0,3,6,1,0,0,0,0,709,17,30,24,49,13,15,1,2,0,0,3,4,20,34,3,14,10,11,4,8,0,0,21,33,Decision - Unanimous ,900,3,3,Dennis Hallman,Welterweight Bout
32,UFC 117: Silva vs Sonnen,Stefan Struve vs Christian Morecraft,Stefan Struve,Christian Morecraft,1,0,11,19,36,72,12,20,60,101,0,0,1,1,2,1,0,0,8,285,10,18,33,69,0,0,3,3,1,1,0,0,5,12,4,16,0,0,1,2,6,7,31,54,KO/TKO ,322,2,3,Stefan Struve,Heavyweight Bout
33,UFC 117: Silva vs Sonnen,Tim Boetsch vs Todd Brown,Todd Brown,Tim Boetsch,0,0,28,72,60,112,42,87,110,163,0,0,3,6,0,1,0,0,131,224,8,46,35,81,8,13,17,21,12,13,8,10,18,60,35,75,10,12,15,23,0,0,10,14,Decision - Unanimous ,900,3,3,Tim Boetsch,Light Heavyweight Bout
34,UFC 117: Silva vs Sonnen,Johny Hendricks vs Charlie Brenneman,Johny Hendricks,Charlie Brenneman,2,0,28,42,9,33,34,48,15,40,0,1,2,4,0,0,0,0,51,126,21,34,7,31,5,6,2,2,2,2,0,0,10,21,3,19,4,6,6,14,14,15,0,0,KO/TKO ,340,2,3,Johny Hendricks,Welterweight Bout
35,UFC 117: Silva vs Sonnen,Phil Davis vs Rodney Wallace,Rodney Wallace,Phil Davis,0,0,2,9,59,92,5,12,97,137,0,5,3,4,0,0,0,0,0,684,1,7,40,68,1,2,19,23,0,0,0,1,1,6,7,21,1,3,7,7,0,0,45,64,Decision - Unanimous ,900,3,3,Phil Davis,Light Heavyweight Bout
36,UFC 117: Silva vs Sonnen,Rick Story vs Dustin Hazelett,Dustin Hazelett,Rick Story,0,1,7,17,75,110,7,17,132,169,0,2,3,3,2,0,0,0,0,308,3,11,45,76,4,6,30,34,0,0,0,0,4,13,17,30,3,4,26,37,0,0,32,43,KO/TKO ,375,2,3,Rick Story,Welterweight Bout
37,UFC 117: Silva vs Sonnen,Junior Dos Santos vs Roy Nelson,Roy Nelson,Junior Dos Santos,0,1,40,101,130,282,40,101,138,291,0,7,1,2,0,0,0,0,90,20,38,99,96,236,1,1,33,44,1,1,1,2,35,90,109,239,5,11,20,41,0,0,1,2,Decision - Unanimous ,900,3,3,Junior Dos Santos,Heavyweight Bout
38,UFC 117: Silva vs Sonnen,Matt Hughes vs Ricardo Almeida,Matt Hughes,Ricardo Almeida,1,0,2,16,10,28,2,16,10,28,0,0,0,0,1,0,0,0,13,0,1,14,5,20,0,1,2,5,1,1,3,3,2,15,9,27,0,1,1,1,0,0,0,0,Submission ,195,1,3,Matt Hughes,Welterweight Bout
39,UFC 117: Silva vs Sonnen,Clay Guida vs Rafael Dos Anjos,Clay Guida,Rafael Dos Anjos,0,0,19,90,17,64,47,123,29,76,2,6,1,4,0,0,0,0,271,51,10,80,11,51,3,4,3,5,6,6,3,8,11,79,13,60,4,5,3,3,4,6,1,1,Submission ,711,3,3,Clay Guida,Lightweight Bout
40,UFC 117: Silva vs Sonnen,Jon Fitch vs Thiago Alves,Jon Fitch,Thiago Alves,0,0,29,66,22,81,70,114,39,103,9,11,0,0,0,0,0,2,487,121,15,48,13,68,8,12,2,4,6,6,7,9,13,41,18,66,5,9,2,7,11,16,2,8,Decision - Unanimous ,900,3,3,Jon Fitch,Welterweight Bout
41,UFC 117: Silva vs Sonnen,Anderson Silva vs Chael Sonnen,Anderson Silva,Chael Sonnen,0,0,29,57,89,168,64,95,320,434,1,1,3,7,3,1,0,1,29,1193,21,45,68,142,7,10,8,9,1,2,13,17,12,36,14,48,0,0,3,4,17,21,72,116,Submission ,1390,5,5,Anderson Silva,UFC Middleweight Title Bout
42,UFC Live: Jones vs Matyushenko,Rob Kimmons vs Steve Steinbeiss,Rob Kimmons,Steve Steinbeiss,0,0,38,65,85,129,126,167,148,193,4,8,0,1,2,0,0,0,409,303,20,39,16,48,15,23,60,71,3,3,9,10,6,22,20,51,21,30,65,78,11,13,0,0,Decision - Unanimous ,900,3,3,Rob Kimmons,Middleweight Bout
43,UFC Live: Jones vs Matyushenko,Charles Oliveira vs Darren Elkins,Darren Elkins,Charles Oliveira,0,0,0,4,3,4,0,4,3,4,1,1,0,0,0,2,0,0,27,0,0,4,2,3,0,0,0,0,0,0,1,1,0,4,1,1,0,0,0,0,0,0,2,3,Submission ,41,1,3,Charles Oliveira,Lightweight Bout
44,UFC Live: Jones vs Matyushenko,Brian Stann vs Mike Massenzio,Brian Stann,Mike Massenzio,0,0,43,72,5,11,119,152,26,33,0,0,5,9,2,2,0,0,318,358,26,54,3,9,14,15,1,1,3,3,1,1,3,20,1,7,9,13,1,1,31,39,3,3,Submission ,790,3,3,Brian Stann,Middleweight Bout
45,UFC Live: Jones vs Matyushenko,Igor Pokrajac vs James Irvin,James Irvin,Igor Pokrajac,0,0,11,22,18,27,14,25,21,30,0,1,2,3,0,1,1,0,66,62,11,22,18,27,0,0,0,0,0,0,0,0,1,4,10,17,0,2,2,2,10,16,6,8,Submission ,149,1,3,Igor Pokrajac,Light Heavyweight Bout
46,UFC Live: Jones vs Matyushenko,Matthew Riddle vs DaMarques Johnson,DaMarques Johnson,Matthew Riddle,0,0,9,27,42,83,17,37,75,127,0,2,3,4,0,0,0,0,47,403,5,23,37,78,2,2,5,5,2,2,0,0,3,18,5,10,3,3,4,4,3,6,33,69,KO/TKO ,569,2,3,Matthew Riddle,Welterweight Bout
47,UFC Live: Jones vs Matyushenko,Jacob Volkmann vs Paul Kelly,Paul Kelly,Jacob Volkmann,0,0,24,61,32,79,45,85,61,111,0,0,6,7,2,2,2,1,234,472,19,54,25,70,2,3,2,2,3,4,5,7,6,32,7,29,3,5,1,1,15,24,24,49,Decision - Unanimous ,900,3,3,Jacob Volkmann,Lightweight Bout
48,UFC Live: Jones vs Matyushenko,Takanori Gomi vs Tyson Griffin,Tyson Griffin,Takanori Gomi,0,1,3,14,5,15,3,14,5,15,0,0,0,0,0,0,0,0,0,4,2,13,3,12,0,0,2,3,1,1,0,0,3,14,3,13,0,0,0,0,0,0,2,2,KO/TKO ,64,1,3,Takanori Gomi,Lightweight Bout
49,UFC Live: Jones vs Matyushenko,Jake Ellenberger vs John Howard,John Howard,Jake Ellenberger,0,0,17,34,38,67,42,60,92,138,0,1,5,7,1,0,0,0,10,544,9,26,22,48,5,5,16,19,3,3,0,0,7,19,8,20,9,12,15,19,1,3,15,28,TKO - Doctor's Stoppage ,741,3,3,Jake Ellenberger,Welterweight Bout
50,UFC Live: Jones vs Matyushenko,Yushin Okami vs Mark Munoz,Mark Munoz,Yushin Okami,1,1,16,44,22,83,19,48,101,162,1,15,1,1,0,0,0,0,88,302,13,41,16,77,2,2,6,6,1,1,0,0,13,35,18,75,3,6,1,2,0,3,3,6,Decision - Split ,900,3,3,Yushin Okami,Middleweight Bout
51,UFC Live: Jones vs Matyushenko,Jon Jones vs Vladimir Matyushenko,Jon Jones,Vladimir Matyushenko,0,0,15,16,0,5,17,18,0,5,1,1,0,0,0,0,0,0,54,0,12,12,0,5,2,3,0,0,1,1,0,0,3,4,0,5,0,0,0,0,12,12,0,0,KO/TKO ,112,1,3,Jon Jones,Light Heavyweight Bout
52,UFC 116: Lesnar vs Carwin,Jon Madsen vs Karlos Vemola,Jon Madsen,Karlos Vemola,0,0,37,53,16,42,118,140,21,47,3,4,0,3,0,1,0,0,589,11,14,27,2,25,5,6,10,13,18,20,4,4,4,15,4,27,26,30,12,15,7,8,0,0,Decision - Unanimous ,900,3,3,Jon Madsen,Heavyweight Bout
53,UFC 116: Lesnar vs Carwin,Daniel Roberts vs Forrest Petz,Forrest Petz,Daniel Roberts,0,0,21,69,5,44,47,97,45,93,1,1,6,9,0,2,0,0,56,433,6,50,4,42,3,7,1,2,12,12,0,0,17,59,2,39,3,9,1,1,1,1,2,4,Decision - Split ,900,3,3,Daniel Roberts,Welterweight Bout
54,UFC 116: Lesnar vs Carwin,Gerald Harris vs David Branch,Gerald Harris,David Branch,0,0,10,37,20,39,11,39,40,60,5,5,0,2,0,0,0,0,288,88,10,37,10,28,0,0,6,6,0,0,4,5,5,28,8,27,2,3,12,12,3,6,0,0,KO/TKO ,755,3,3,Gerald Harris,Middleweight Bout
55,UFC 116: Lesnar vs Carwin,Kendall Grove vs Goran Reljic,Kendall Grove,Goran Reljic,0,0,28,89,14,56,83,146,27,73,1,1,3,5,1,1,0,1,27,404,17,75,2,37,8,10,6,9,3,4,6,10,9,62,9,42,15,19,3,5,4,8,2,9,Decision - Split ,900,3,3,Kendall Grove,Middleweight Bout
56,UFC 116: Lesnar vs Carwin,Ricardo Romero vs Seth Petruzelli,Seth Petruzelli,Ricardo Romero,1,0,30,62,19,30,42,76,24,36,0,1,1,7,2,2,0,1,71,239,26,57,13,24,3,3,6,6,1,2,0,0,12,33,6,14,7,10,0,1,11,19,13,15,Submission ,485,2,3,Ricardo Romero,Light Heavyweight Bout
57,UFC 116: Lesnar vs Carwin,Brendan Schaub vs Chris Tuchscherer,Brendan Schaub,Chris Tuchscherer,1,0,10,12,1,5,15,17,1,5,0,0,0,0,0,0,0,0,7,0,10,12,0,4,0,0,0,0,0,0,1,1,2,4,1,5,2,2,0,0,6,6,0,0,KO/TKO ,67,1,3,Brendan Schaub,Heavyweight Bout
58,UFC 116: Lesnar vs Carwin,George Sotiropoulos vs Kurt Pellegrino,George Sotiropoulos,Kurt Pellegrino,1,1,48,162,39,108,82,199,68,141,1,2,3,3,0,0,0,0,287,192,46,152,33,98,1,9,3,4,1,1,3,6,32,141,27,87,3,6,8,11,13,15,4,10,Decision - Unanimous ,900,3,3,George Sotiropoulos,Lightweight Bout
59,UFC 116: Lesnar vs Carwin,Stephan Bonnar vs Krzysztof Soszynski,Krzysztof Soszynski,Stephan Bonnar,0,1,32,90,48,112,33,91,82,151,0,2,2,4,0,0,0,0,70,197,27,82,39,97,0,0,5,8,5,8,4,7,20,50,15,50,12,40,22,46,0,0,11,16,KO/TKO ,488,2,3,Stephan Bonnar,Light Heavyweight Bout
60,UFC 116: Lesnar vs Carwin,Chris Lytle vs Matt Brown,Chris Lytle,Matt Brown,0,1,19,49,25,42,40,72,29,46,0,1,1,2,4,1,0,0,146,101,12,39,14,26,7,10,8,11,0,0,3,5,13,40,18,33,6,9,7,8,0,0,0,1,Submission ,422,2,3,Chris Lytle,Welterweight Bout
61,UFC 116: Lesnar vs Carwin,Chris Leben vs Yoshihiro Akiyama,Chris Leben,Yoshihiro Akiyama,0,0,46,105,27,68,162,231,62,111,0,0,5,5,4,1,0,0,23,513,31,78,24,63,3,6,1,2,12,21,2,3,37,91,21,55,4,8,1,4,5,6,5,9,Submission ,880,3,3,Chris Leben,Middleweight Bout
62,UFC 116: Lesnar vs Carwin,Brock Lesnar vs Shane Carwin,Brock Lesnar,Shane Carwin,0,1,8,15,40,85,28,37,61,112,1,4,0,0,1,0,0,0,154,163,2,9,39,84,5,5,1,1,1,1,0,0,0,7,3,14,3,3,6,14,5,5,31,57,Submission ,439,2,5,Brock Lesnar,UFC Heavyweight Title Bout
63,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Travis Browne vs James McSweeney,James McSweeney,Travis Browne,0,1,6,11,19,44,7,12,28,55,0,0,0,0,0,1,0,0,0,141,2,4,18,40,1,3,1,3,3,4,0,1,6,11,3,17,0,0,0,0,0,0,16,27,KO/TKO ,272,1,3,Travis Browne,Heavyweight Bout
64,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Chris Camozzi vs James Hammortree,Chris Camozzi,James Hammortree,0,0,62,111,29,95,71,123,40,107,0,5,2,4,0,1,0,0,224,143,17,54,21,84,21,29,2,3,24,28,6,8,39,74,14,56,23,37,13,34,0,0,2,5,Decision - Unanimous ,900,3,3,Chris Camozzi,Middleweight Bout
65,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Kyle Noke vs Josh Bryant,Josh Bryant,Kyle Noke,0,1,9,45,50,88,9,45,50,88,0,2,0,0,0,0,0,0,0,5,7,38,28,62,1,2,4,4,1,5,18,22,9,45,43,74,0,0,4,6,0,0,3,8,KO/TKO ,492,2,3,Kyle Noke,Middleweight Bout
66,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Brad Tavares vs Seth Baczynski,Brad Tavares,Seth Baczynski,0,0,18,34,22,44,54,74,46,71,3,6,0,2,0,3,1,0,693,106,13,29,16,32,4,4,3,7,1,1,3,5,6,16,6,18,1,3,7,13,11,15,9,13,Decision - Unanimous ,900,3,3,Brad Tavares,Middleweight Bout
67,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,John Gunderson vs Mark Holst,John Gunderson,Mark Holst,0,0,31,59,2,16,83,117,5,19,4,8,1,1,0,3,0,0,750,56,24,51,0,13,5,5,1,2,2,3,1,1,8,21,1,15,1,2,1,1,22,36,0,0,Decision - Unanimous ,900,3,3,John Gunderson,Lightweight Bout
68,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Rich Attonito vs Jamie Yager,Jamie Yager,Rich Attonito,0,0,29,74,24,65,31,76,38,79,0,1,1,3,0,0,0,0,0,116,17,57,21,60,1,5,1,2,11,12,2,3,24,68,12,49,4,5,1,1,1,1,11,15,KO/TKO ,565,2,3,Rich Attonito,Middleweight Bout
69,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Dennis Siver vs Spencer Fisher,Spencer Fisher,Dennis Siver,0,0,52,142,77,256,52,142,77,256,0,0,0,0,0,0,0,0,0,1,21,97,31,189,12,19,15,31,19,26,31,36,51,140,76,254,1,2,1,2,0,0,0,0,Decision - Unanimous ,900,3,3,Dennis Siver,Lightweight Bout
70,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Chris Leben vs Aaron Simpson,Chris Leben,Aaron Simpson,0,0,42,92,43,78,66,118,56,94,0,0,2,10,0,1,0,0,44,224,31,74,28,59,2,5,9,13,9,13,6,6,21,62,19,50,17,26,20,22,4,4,4,6,KO/TKO ,557,2,3,Chris Leben,Middleweight Bout
