,EVENT,BOUT,FIGHTER_RED,FIGHTER_BLUE,KD_RED,KD_BLUE,SIG_STR_LAND_RED,SIG_STR_ATT_RED,SIG_STR_LAND_BLUE,SIG_STR_ATT_BLUE,TOTAL_STR_LAND_RED,TOTAL_STR_ATT_RED,TOTAL_STR_LAND_BLUE,TOTAL_STR_ATT_BLUE,TD_RED,TD_ATT_RED,TD_BLUE,TD_ATT_BLUE,SUB_ATT_RED,SUB_ATT_BLUE,REV_RED,REV_BLUE,CTRL_TIME_RED(sec),CTRL_TIME-BLUE(sec),HEAD_LAND_RED,HEAD_ATT_RED,HEAD_LAND_BLUE,HEAD_ATT_BLUE,BODY_LAND_RED,BODY_ATT_RED,BODY_LAND_BLUE,BODY_ATT_BLUE,LEG_LAND_RED,LEG_ATT_RED,LEG_LAND_BLUE,LEG_ATT_BLUE,STD_STR_LAND_RED,STD_STR_ATT_RED,STD_STR_LAND_BLUE,STD_STR_ATT_BLUE,CLINCH_STR_LAND_RED,CLINCH_STR_ATT_RED,CLINCH_STR_LAND_BLUE,CLINCH_STR_ATT_BLUE,GRD_STR_LAND_RED,GRD_STR_ATT_RED,GRD_STR_LAND_BLUE,GRD_STR_ATT_BLUE,WIN_BY,Fight_Time_(sec),LAST_ROUND,FORMAT,WINNER,WeightClass
201,The Ultimate Fighter: Heavyweights Finale,John Howard vs Dennis Hallman,John Howard,Dennis Hallman,1,0,14,22,8,24,69,87,47,70,2,3,2,4,0,2,0,2,214,550,7,14,2,14,4,4,6,8,3,4,0,2,7,11,1,14,0,1,1,1,7,10,6,9,KO/TKO ,895,3,3,John Howard,Welterweight Bout
202,The Ultimate Fighter: Heavyweights Finale,Brian Stann vs Rodney Wallace,Brian Stann,Rodney Wallace,0,0,36,67,15,35,100,134,36,62,0,1,7,15,0,2,0,0,281,359,15,42,9,27,6,10,6,8,15,15,0,0,11,30,6,19,19,26,5,11,6,11,4,5,Decision - Unanimous ,900,3,3,Brian Stann,Light Heavyweight Bout
203,The Ultimate Fighter: Heavyweights Finale,Jon Madsen vs Justin Wren,Jon Madsen,Justin Wren,0,0,26,100,17,159,26,100,17,159,0,1,0,1,0,0,0,0,0,16,20,93,5,139,6,7,9,17,0,0,3,3,23,95,12,147,3,5,5,12,0,0,0,0,Decision - Split ,900,3,3,Jon Madsen,Heavyweight Bout
204,The Ultimate Fighter: Heavyweights Finale,James McSweeney vs Darrill Schoonover,James McSweeney,Darrill Schoonover,0,0,58,95,16,48,103,140,27,59,1,2,0,3,2,1,2,1,438,126,40,75,13,35,14,15,2,9,4,5,1,4,17,34,6,34,10,15,7,11,31,46,3,3,KO/TKO ,800,3,3,James McSweeney,Heavyweight Bout
205,The Ultimate Fighter: Heavyweights Finale,Matt Mitrione vs Marcus Jones,Matt Mitrione,Marcus Jones,1,0,14,34,10,19,17,37,10,19,0,0,3,4,0,1,0,0,63,161,6,25,6,14,4,4,1,2,4,5,3,3,5,20,6,14,6,10,4,5,3,4,0,0,KO/TKO ,310,2,3,Matt Mitrione,Heavyweight Bout
206,The Ultimate Fighter: Heavyweights Finale,Frankie Edgar vs Matt Veach,Frankie Edgar,Matt Veach,0,0,25,61,7,42,36,72,7,42,0,3,3,9,1,0,0,0,37,120,19,49,5,39,5,10,2,2,1,2,0,1,11,38,5,35,2,5,2,7,12,18,0,0,Submission ,440,2,3,Frankie Edgar,Lightweight Bout
207,The Ultimate Fighter: Heavyweights Finale,Kevin Ferguson vs Houston Alexander,Kevin Ferguson,Houston Alexander,0,0,27,66,43,79,36,76,61,98,4,4,0,0,1,0,0,0,199,16,23,62,11,35,4,4,0,0,0,0,32,44,12,46,40,68,4,9,1,8,11,11,2,3,Decision - Unanimous ,900,3,3,Kevin Ferguson,Catch Weight Bout
208,The Ultimate Fighter: Heavyweights Finale,Matt Hamill vs Jon Jones,Matt Hamill,Jon Jones,0,0,5,17,44,88,7,19,55,106,0,1,1,1,0,0,0,0,0,84,2,11,33,76,0,0,7,8,3,6,4,4,5,17,9,25,0,0,2,2,0,0,33,61,DQ ,254,1,3,Matt Hamill,Light Heavyweight Bout
209,The Ultimate Fighter: Heavyweights Finale,Roy Nelson vs Brendan Schaub,Roy Nelson,Brendan Schaub,1,0,8,35,12,48,9,36,14,50,1,2,0,0,0,0,0,0,82,0,8,35,12,44,0,0,0,4,0,0,0,0,7,31,9,36,0,2,3,12,1,2,0,0,KO/TKO ,225,1,3,Roy Nelson,Ultimate Fighter 10 Heavyweight Tournament Title Bout
210,UFC 106: Ortiz vs Griffin 2,George Sotiropoulos vs Jason Dent,George Sotiropoulos,Jason Dent,0,0,33,120,25,69,70,170,53,97,3,3,0,0,2,0,0,0,328,0,29,112,18,61,3,7,3,4,1,1,4,4,18,92,20,63,0,0,3,3,15,28,2,3,Submission ,576,2,3,George Sotiropoulos,Lightweight Bout
211,UFC 106: Ortiz vs Griffin 2,Caol Uno vs Fabricio Camoes,Caol Uno,Fabricio Camoes,0,0,28,59,22,71,71,110,28,77,2,3,5,5,0,2,1,0,494,146,11,37,17,64,2,2,5,7,15,20,0,0,12,34,12,45,4,6,9,22,12,19,1,4,Decision - Majority ,900,3,3,D,Lightweight Bout
212,UFC 106: Ortiz vs Griffin 2,Brian Foster vs Brock Larson,Brian Foster,Brock Larson,0,0,28,63,6,14,57,93,23,31,2,4,1,3,0,1,0,0,176,59,22,56,5,12,3,4,1,2,3,3,0,0,7,24,2,8,2,4,3,4,19,35,1,2,KO/TKO ,505,2,3,Brian Foster,Welterweight Bout
213,UFC 106: Ortiz vs Griffin 2,Kendall Grove vs Jake Rosholt,Kendall Grove,Jake Rosholt,0,0,3,8,5,12,10,15,7,16,1,1,3,4,1,1,0,0,61,125,1,6,2,8,2,2,2,3,0,0,1,1,0,5,0,4,2,2,4,5,1,1,1,3,Submission ,239,1,3,Kendall Grove,Middleweight Bout
214,UFC 106: Ortiz vs Griffin 2,Ben Saunders vs Marcus Davis,Ben Saunders,Marcus Davis,0,0,22,39,8,24,31,50,16,32,0,2,0,2,0,0,0,0,54,67,9,24,3,19,12,14,2,2,1,1,3,3,4,14,3,17,17,24,5,7,1,1,0,0,KO/TKO ,204,1,3,Ben Saunders,Welterweight Bout
215,UFC 106: Ortiz vs Griffin 2,Amir Sadollah vs Phil Baroni,Amir Sadollah,Phil Baroni,0,0,134,222,51,140,147,236,103,200,0,1,1,4,0,0,0,0,328,136,53,119,40,121,52,71,11,19,29,32,0,0,70,120,21,80,64,102,30,58,0,0,0,2,Decision - Unanimous ,900,3,3,Amir Sadollah,Welterweight Bout
216,UFC 106: Ortiz vs Griffin 2,Rogerio Nogueira vs Luiz Cane,Rogerio Nogueira,Luiz Cane,1,0,14,28,3,14,15,30,3,14,0,0,0,0,0,0,0,0,2,0,11,24,1,12,0,1,0,0,3,3,2,2,14,28,3,14,0,0,0,0,0,0,0,0,KO/TKO ,116,1,3,Rogerio Nogueira,Light Heavyweight Bout
217,UFC 106: Ortiz vs Griffin 2,Paulo Thiago vs Jacob Volkmann,Paulo Thiago,Jacob Volkmann,2,0,34,77,16,38,53,103,83,115,2,4,1,4,0,1,1,1,360,367,21,63,11,25,9,10,2,5,4,4,3,8,11,33,2,13,8,12,6,16,15,32,8,9,Decision - Unanimous ,900,3,3,Paulo Thiago,Welterweight Bout
218,UFC 106: Ortiz vs Griffin 2,Josh Koscheck vs Anthony Johnson,Josh Koscheck,Anthony Johnson,0,0,19,53,16,72,40,74,17,74,2,4,0,1,1,0,0,0,239,43,15,44,9,58,2,5,0,4,2,4,7,10,10,38,15,70,0,0,0,0,9,15,1,2,Submission ,587,2,3,Josh Koscheck,Welterweight Bout
219,UFC 106: Ortiz vs Griffin 2,Forrest Griffin vs Tito Ortiz,Forrest Griffin,Tito Ortiz,0,0,70,206,24,75,91,231,56,109,0,1,3,9,0,0,1,0,71,249,44,170,21,71,11,17,2,2,15,19,1,2,62,193,11,50,5,9,1,1,3,4,12,24,Decision - Split ,900,3,3,Forrest Griffin,Light Heavyweight Bout
220,UFC 105: Couture vs Vera,Andre Winner vs Rolando Delgado,Andre Winner,Rolando Delgado,2,0,14,28,11,45,14,28,13,47,0,0,0,0,0,0,0,0,13,10,8,19,5,36,2,5,5,8,4,4,1,1,10,23,6,32,2,2,5,13,2,3,0,0,KO/TKO ,202,1,3,Andre Winner,Lightweight Bout
221,UFC 105: Couture vs Vera,Alexander Gustafsson vs Jared Hamman,Alexander Gustafsson,Jared Hamman,1,0,6,23,6,17,6,23,6,17,0,0,0,0,0,0,0,0,5,0,6,23,3,13,0,0,0,1,0,0,3,3,2,16,6,17,0,0,0,0,4,7,0,0,KO/TKO ,41,1,3,Alexander Gustafsson,Light Heavyweight Bout
222,UFC 105: Couture vs Vera,Dennis Siver vs Paul Kelly,Dennis Siver,Paul Kelly,2,0,38,165,12,84,44,171,15,87,0,2,1,3,0,0,0,0,26,57,28,146,9,78,4,9,2,3,6,10,1,3,32,148,7,76,4,13,5,8,2,4,0,0,KO/TKO ,473,2,3,Dennis Siver,Lightweight Bout
223,UFC 105: Couture vs Vera,Nick Osipczak vs Matthew Riddle,Nick Osipczak,Matthew Riddle,0,0,46,101,28,54,116,174,68,101,0,0,4,12,1,0,2,0,246,345,35,80,11,34,6,10,5,6,5,11,12,14,13,41,13,30,4,9,10,15,29,51,5,9,KO/TKO ,833,3,3,Nick Osipczak,Welterweight Bout
224,UFC 105: Couture vs Vera,Terry Etim vs Shannon Gugerty,Terry Etim,Shannon Gugerty,0,0,17,57,11,41,17,57,17,48,0,0,1,2,1,0,0,0,38,51,5,43,4,30,0,0,1,2,12,14,6,9,15,55,10,40,2,2,0,0,0,0,1,1,Submission ,384,2,3,Terry Etim,Lightweight Bout
225,UFC 105: Couture vs Vera,John Hathaway vs Paul Taylor,John Hathaway,Paul Taylor,0,0,80,148,5,19,239,330,11,25,5,6,0,0,0,1,0,0,803,0,59,123,1,13,19,23,1,1,2,2,3,5,4,10,3,16,1,2,2,3,75,136,0,0,Decision - Unanimous ,900,3,3,John Hathaway,Welterweight Bout
226,UFC 105: Couture vs Vera,Ross Pearson vs Aaron Riley,Ross Pearson,Aaron Riley,0,0,59,122,15,73,70,135,19,77,0,0,0,2,0,0,0,0,53,19,38,98,6,56,17,19,7,11,4,5,2,6,32,81,8,55,27,41,7,18,0,0,0,0,TKO - Doctor's Stoppage ,578,2,3,Ross Pearson,Lightweight Bout
227,UFC 105: Couture vs Vera,Matt Brown vs James Wilks,Matt Brown,James Wilks,1,0,45,75,19,53,67,97,58,97,0,1,1,10,3,3,0,2,165,371,36,64,13,43,8,9,1,2,1,2,5,8,20,37,16,46,6,13,3,5,19,25,0,2,KO/TKO ,747,3,3,Matt Brown,Welterweight Bout
228,UFC 105: Couture vs Vera,Michael Bisping vs Denis Kang,Michael Bisping,Denis Kang,0,1,29,85,11,53,50,110,27,75,3,3,0,1,1,0,0,0,85,224,24,79,8,46,3,4,2,4,2,2,1,3,12,41,6,40,2,3,0,2,15,41,5,11,KO/TKO ,564,2,3,Michael Bisping,Middleweight Bout
229,UFC 105: Couture vs Vera,Dan Hardy vs Mike Swick,Dan Hardy,Mike Swick,0,0,55,112,38,98,107,165,75,140,1,4,0,3,0,1,0,0,359,159,21,63,17,67,22,29,15,21,12,20,6,10,15,60,17,59,36,46,21,39,4,6,0,0,Decision - Unanimous ,900,3,3,Dan Hardy,Welterweight Bout
230,UFC 105: Couture vs Vera,Randy Couture vs Brandon Vera,Randy Couture,Brandon Vera,0,1,39,73,27,51,59,97,44,69,1,10,1,2,0,0,0,0,539,145,19,53,10,31,9,9,10,11,11,11,7,9,6,25,15,30,33,48,10,16,0,0,2,5,Decision - Unanimous ,900,3,3,Randy Couture,Light Heavyweight Bout
231,UFC 104: Machida vs Shogun,Stefan Struve vs Chase Gormley,Stefan Struve,Chase Gormley,0,0,12,16,8,23,32,41,10,28,1,1,1,1,3,1,1,0,67,89,7,11,4,16,0,0,4,7,5,5,0,0,5,6,1,6,0,0,2,2,7,10,5,15,Submission ,244,1,3,Stefan Struve,Heavyweight Bout
232,UFC 104: Machida vs Shogun,Kyle Kingsbury vs Razak Al-Hassan,Kyle Kingsbury,Razak Al-Hassan,0,0,25,98,31,79,76,149,45,93,2,6,1,4,0,0,0,1,329,228,8,69,13,50,6,10,7,13,11,19,11,16,17,83,26,63,5,9,5,15,3,6,0,1,Decision - Split ,900,3,3,Kyle Kingsbury,Light Heavyweight Bout
233,UFC 104: Machida vs Shogun,Jorge Rivera vs Rob Kimmons,Jorge Rivera,Rob Kimmons,1,0,66,136,23,54,135,224,88,120,0,0,1,3,0,0,0,0,439,179,53,122,13,43,13,14,8,9,0,0,2,2,15,43,5,20,23,39,17,30,28,54,1,4,KO/TKO ,713,3,3,Jorge Rivera,Middleweight Bout
234,UFC 104: Machida vs Shogun,Chael Sonnen vs Yushin Okami,Chael Sonnen,Yushin Okami,0,0,91,281,25,154,144,337,29,158,4,7,0,0,0,1,0,0,311,19,38,204,23,151,6,20,1,2,47,57,1,1,64,248,25,154,25,29,0,0,2,4,0,0,Decision - Unanimous ,900,3,3,Chael Sonnen,Middleweight Bout
235,UFC 104: Machida vs Shogun,Pat Barry vs Antoni Hardonk,Pat Barry,Antoni Hardonk,1,0,29,64,29,72,31,66,29,72,0,0,0,2,0,0,0,0,69,0,23,55,6,39,3,5,2,5,3,4,21,28,26,61,29,70,0,0,0,2,3,3,0,0,KO/TKO ,450,2,3,Pat Barry,Heavyweight Bout
236,UFC 104: Machida vs Shogun,Ryan Bader vs Eric Schafer,Ryan Bader,Eric Schafer,2,0,52,166,25,116,74,192,45,136,3,4,0,0,0,1,0,0,265,1,46,159,23,112,1,1,1,3,5,6,1,1,33,131,23,114,5,7,2,2,14,28,0,0,Decision - Unanimous ,900,3,3,Ryan Bader,Light Heavyweight Bout
237,UFC 104: Machida vs Shogun,Anthony Johnson vs Yoshiyuki Yoshida,Anthony Johnson,Yoshiyuki Yoshida,1,0,10,20,0,1,10,20,0,1,0,0,0,0,0,0,0,0,0,0,9,19,0,0,1,1,0,1,0,0,0,0,5,9,0,1,5,11,0,0,0,0,0,0,KO/TKO ,41,1,3,Anthony Johnson,Welterweight Bout
238,UFC 104: Machida vs Shogun,Joe Stevenson vs Spencer Fisher,Joe Stevenson,Spencer Fisher,0,0,28,53,14,44,51,81,20,51,2,7,0,0,0,0,0,0,279,0,28,51,3,29,0,0,4,6,0,2,7,9,3,22,13,42,1,1,1,2,24,30,0,0,KO/TKO ,543,2,3,Joe Stevenson,Lightweight Bout
239,UFC 104: Machida vs Shogun,Gleison Tibau vs Josh Neer,Gleison Tibau,Josh Neer,0,0,22,121,24,99,35,135,47,123,11,14,0,0,2,0,0,0,276,39,21,118,12,79,1,3,5,8,0,0,7,12,19,114,22,93,2,4,1,3,1,3,1,3,Decision - Unanimous ,900,3,3,Gleison Tibau,Lightweight Bout
240,UFC 104: Machida vs Shogun,Cain Velasquez vs Ben Rothwell,Cain Velasquez,Ben Rothwell,0,0,62,95,3,21,84,119,3,21,5,5,0,0,0,0,0,0,278,0,56,89,3,21,3,3,0,0,3,3,0,0,10,21,3,19,0,1,0,2,52,73,0,0,KO/TKO ,358,2,3,Cain Velasquez,Heavyweight Bout
241,UFC 104: Machida vs Shogun,Lyoto Machida vs Mauricio Rua,Lyoto Machida,Mauricio Rua,0,0,35,108,80,146,39,113,82,148,0,0,0,4,0,0,0,0,23,162,11,62,15,46,21,32,16,29,3,14,49,71,25,87,48,105,10,21,32,41,0,0,0,0,Decision - Unanimous ,1500,5,5,Lyoto Machida,UFC Light Heavyweight Title Bout
242,UFC 103: Franklin vs Belfort,Rafael Dos Anjos vs Rob Emerson,Rafael Dos Anjos,Rob Emerson,0,0,52,165,27,172,85,201,34,181,2,12,0,1,0,0,0,0,258,20,21,125,16,156,3,8,1,5,28,32,10,11,43,137,23,162,4,10,3,7,5,18,1,3,Decision - Unanimous ,900,3,3,Rafael Dos Anjos,Lightweight Bout
243,UFC 103: Franklin vs Belfort,Vladimir Matyushenko vs Igor Pokrajac,Vladimir Matyushenko,Igor Pokrajac,0,0,44,106,17,65,100,167,28,78,4,5,1,2,1,0,1,1,402,43,38,100,11,57,3,3,2,2,3,3,4,6,32,83,13,60,3,5,3,4,9,18,1,1,Decision - Unanimous ,900,3,3,Vladimir Matyushenko,Light Heavyweight Bout
244,UFC 103: Franklin vs Belfort,Eliot Marshall vs Jason Brilz,Eliot Marshall,Jason Brilz,0,0,29,117,27,105,53,141,64,145,0,0,0,16,0,0,0,0,24,220,24,111,17,94,3,4,2,2,2,2,8,9,27,113,19,82,2,4,8,23,0,0,0,0,Decision - Split ,900,3,3,Eliot Marshall,Light Heavyweight Bout
245,UFC 103: Franklin vs Belfort,Rick Story vs Brian Foster,Rick Story,Brian Foster,0,0,18,59,6,47,35,78,16,57,3,4,0,2,1,1,0,0,263,5,13,53,4,42,4,5,2,4,1,1,0,1,9,43,5,41,2,3,1,5,7,13,0,1,Submission ,369,2,3,Rick Story,Welterweight Bout
246,UFC 103: Franklin vs Belfort,Nik Lentz vs Rafaello Oliveira,Nik Lentz,Rafaello Oliveira,0,0,67,136,29,110,124,197,91,188,4,5,4,7,4,0,0,1,198,339,35,96,24,101,24,27,3,6,8,13,2,3,36,91,18,75,13,21,7,22,18,24,4,13,Decision - Unanimous ,900,3,3,Nik Lentz,Lightweight Bout
247,UFC 103: Franklin vs Belfort,Jim Miller vs Steve Lopez,Jim Miller,Steve Lopez,1,0,30,87,6,49,40,97,15,59,0,1,0,0,1,0,0,0,138,0,23,76,4,42,0,4,2,7,7,7,0,0,18,64,6,47,1,1,0,2,11,22,0,0,KO/TKO ,348,2,3,Jim Miller,Lightweight Bout
248,UFC 103: Franklin vs Belfort,Tomasz Drwal vs Drew McFedries,Tomasz Drwal,Drew McFedries,0,0,31,73,17,46,36,80,17,46,3,7,0,0,1,0,0,0,155,0,24,66,12,40,0,0,2,2,7,7,3,4,22,56,16,45,6,10,1,1,3,7,0,0,Submission ,363,2,3,Tomasz Drwal,Middleweight Bout
249,UFC 103: Franklin vs Belfort,Efrain Escudero vs Cole Miller,Efrain Escudero,Cole Miller,1,0,10,32,6,53,10,32,6,53,1,1,0,0,0,0,0,0,5,0,8,27,3,43,0,0,2,7,2,5,1,3,8,26,6,53,0,3,0,0,2,3,0,0,KO/TKO ,216,1,3,Efrain Escudero,Lightweight Bout
250,UFC 103: Franklin vs Belfort,Tyson Griffin vs Hermes Franca,Tyson Griffin,Hermes Franca,1,0,67,149,11,71,72,154,12,72,0,0,0,0,0,0,0,0,17,0,38,110,5,61,7,11,1,2,22,28,5,8,52,118,10,66,2,5,1,5,13,26,0,0,KO/TKO ,506,2,3,Tyson Griffin,Lightweight Bout
251,UFC 103: Franklin vs Belfort,Josh Koscheck vs Frank Trigg,Josh Koscheck,Frank Trigg,1,0,9,17,1,9,9,17,1,9,0,0,0,0,0,0,0,0,6,0,8,14,1,7,1,3,0,1,0,0,0,1,3,11,1,9,0,0,0,0,6,6,0,0,KO/TKO ,85,1,3,Josh Koscheck,Welterweight Bout
252,UFC 103: Franklin vs Belfort,Paul Daley vs Martin Kampmann,Paul Daley,Martin Kampmann,0,0,27,63,12,35,29,65,12,35,0,0,0,2,0,0,0,0,0,20,25,60,9,32,2,3,3,3,0,0,0,0,19,50,8,28,8,13,4,7,0,0,0,0,KO/TKO ,151,1,3,Paul Daley,Welterweight Bout
253,UFC 103: Franklin vs Belfort,Junior Dos Santos vs Mirko Filipovic,Junior Dos Santos,Mirko Filipovic,0,0,70,157,22,49,83,170,24,51,0,0,0,1,0,0,0,0,48,23,28,103,13,36,39,51,5,9,3,3,4,4,54,132,18,40,16,25,4,9,0,0,0,0,KO/TKO ,720,3,3,Junior Dos Santos,Heavyweight Bout
254,UFC 103: Franklin vs Belfort,Vitor Belfort vs Rich Franklin,Vitor Belfort,Rich Franklin,0,0,9,22,4,19,9,22,4,19,0,0,0,1,0,0,0,0,4,0,7,19,0,14,0,1,2,3,2,2,2,2,5,17,4,19,0,0,0,0,4,5,0,0,KO/TKO ,182,1,3,Vitor Belfort,Catch Weight Bout
255,UFC Fight Night: Diaz vs Guillard,Ryan Jensen vs Steve Steinbeiss,Ryan Jensen,Steve Steinbeiss,0,0,9,17,7,19,22,30,14,26,1,1,0,0,1,0,0,0,130,19,7,15,6,18,1,1,1,1,1,1,0,0,4,8,7,19,0,0,0,0,5,9,0,0,Submission ,236,1,3,Ryan Jensen,Middleweight Bout
256,UFC Fight Night: Diaz vs Guillard,Mike Pierce vs Brock Larson,Mike Pierce,Brock Larson,0,0,27,54,11,33,122,152,37,61,6,11,0,0,0,1,0,0,707,49,1,23,7,28,10,15,4,5,16,16,0,0,1,16,6,17,9,17,5,16,17,21,0,0,Decision - Unanimous ,900,3,3,Mike Pierce,Welterweight Bout
257,UFC Fight Night: Diaz vs Guillard,Jeremy Stephens vs Justin Buchholz,Jeremy Stephens,Justin Buchholz,2,0,28,50,9,49,30,52,11,51,0,0,0,0,0,0,0,0,26,0,22,43,5,43,1,2,1,3,5,5,3,3,13,24,9,48,9,12,0,1,6,14,0,0,TKO - Doctor's Stoppage ,203,1,3,Jeremy Stephens,Lightweight Bout
258,UFC Fight Night: Diaz vs Guillard,CB Dollaway vs Jay Silva,CB Dollaway,Jay Silva,0,0,32,55,19,44,67,93,61,91,6,10,0,1,2,2,0,1,619,79,20,37,14,37,12,16,5,7,0,2,0,0,6,13,13,31,7,10,3,9,19,32,3,4,Decision - Unanimous ,900,3,3,CB Dollaway,Middleweight Bout
259,UFC Fight Night: Diaz vs Guillard,Mike Pyle vs Chris Wilson,Mike Pyle,Chris Wilson,0,0,12,41,19,55,94,132,27,64,2,6,1,2,2,1,0,0,376,80,8,33,9,30,1,4,7,18,3,4,3,7,5,32,11,40,0,0,8,15,7,9,0,0,Submission ,735,3,3,Mike Pyle,Welterweight Bout
260,UFC Fight Night: Diaz vs Guillard,Brian Stann vs Steve Cantwell,Brian Stann,Steve Cantwell,0,0,44,178,35,154,50,184,36,155,0,5,0,1,0,0,0,0,6,0,16,142,16,126,11,18,14,21,17,18,5,7,41,166,34,152,3,12,1,2,0,0,0,0,Decision - Unanimous ,900,3,3,Brian Stann,Light Heavyweight Bout
261,UFC Fight Night: Diaz vs Guillard,Nate Quarry vs Tim Credeur,Nate Quarry,Tim Credeur,2,1,53,131,40,162,124,225,56,189,0,0,0,0,0,1,0,0,481,40,37,105,31,152,6,15,7,8,10,11,2,2,37,70,38,156,1,4,0,3,15,57,2,3,Decision - Unanimous ,900,3,3,Nate Quarry,Middleweight Bout
262,UFC Fight Night: Diaz vs Guillard,Carlos Condit vs Jake Ellenberger,Carlos Condit,Jake Ellenberger,0,2,27,70,28,59,168,222,55,93,1,2,3,4,1,3,2,3,238,406,21,61,23,51,5,7,3,6,1,2,2,2,4,29,11,27,4,9,5,11,19,32,12,21,Decision - Split ,900,3,3,Carlos Condit,Welterweight Bout
263,UFC Fight Night: Diaz vs Guillard,Gray Maynard vs Roger Huerta,Gray Maynard,Roger Huerta,0,0,23,79,40,166,43,100,62,192,3,7,0,0,1,0,0,0,194,60,19,74,22,134,4,5,5,14,0,0,13,18,19,73,31,152,3,5,8,13,1,1,1,1,Decision - Split ,900,3,3,Gray Maynard,Lightweight Bout
264,UFC Fight Night: Diaz vs Guillard,Nate Diaz vs Melvin Guillard,Nate Diaz,Melvin Guillard,0,1,21,73,11,42,27,79,12,43,2,2,3,3,2,0,0,0,83,43,13,62,5,36,4,6,5,5,4,5,1,1,15,65,8,33,6,8,3,5,0,0,0,4,Submission ,433,2,3,Nate Diaz,Lightweight Bout
265,UFC 102: Couture vs Nogueira,Evan Dunham vs Marcus Aurelio,Evan Dunham,Marcus Aurelio,1,0,58,161,27,102,70,175,57,133,1,1,3,15,0,1,0,0,61,253,52,154,24,99,2,2,1,1,4,5,2,2,51,141,22,84,2,8,3,11,5,12,2,7,Decision - Split ,900,3,3,Evan Dunham,Lightweight Bout
266,UFC 102: Couture vs Nogueira,Mark Munoz vs Nick Catone,Mark Munoz,Nick Catone,0,0,53,102,38,82,75,127,55,99,2,12,3,6,2,1,1,0,248,190,34,81,21,63,11,12,14,16,8,9,3,3,19,56,14,51,21,26,11,17,13,20,13,14,Decision - Split ,900,3,3,Mark Munoz,Middleweight Bout
267,UFC 102: Couture vs Nogueira,Todd Duffee vs Tim Hague,Todd Duffee,Tim Hague,1,0,4,5,0,1,5,6,0,1,0,0,0,0,0,0,0,0,4,0,4,5,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,4,0,0,KO/TKO ,7,1,3,Todd Duffee,Heavyweight Bout
268,UFC 102: Couture vs Nogueira,Mike Russow vs Justin McCully,Mike Russow,Justin McCully,0,0,21,36,11,58,87,111,35,83,8,11,0,0,2,0,1,1,684,31,17,32,9,54,4,4,0,1,0,0,2,3,2,6,5,46,0,0,6,10,19,30,0,2,Decision - Unanimous ,900,3,3,Mike Russow,Heavyweight Bout
269,UFC 102: Couture vs Nogueira,Gabriel Gonzaga vs Chris Tuchscherer,Gabriel Gonzaga,Chris Tuchscherer,1,0,22,27,0,1,34,41,0,1,0,0,0,0,0,0,0,0,117,0,20,25,0,1,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,20,25,0,1,KO/TKO ,147,1,3,Gabriel Gonzaga,Heavyweight Bout
270,UFC 102: Couture vs Nogueira,Aaron Simpson vs Ed Herman,Aaron Simpson,Ed Herman,1,0,25,50,7,32,39,66,14,39,3,3,0,0,0,0,0,0,186,0,21,45,5,29,2,3,2,3,2,2,0,0,8,20,3,23,3,3,3,8,14,27,1,1,KO/TKO ,317,2,3,Aaron Simpson,Middleweight Bout
271,UFC 102: Couture vs Nogueira,Brandon Vera vs Krzysztof Soszynski,Brandon Vera,Krzysztof Soszynski,0,0,62,134,41,127,73,146,55,143,1,1,1,5,0,0,0,0,186,159,16,76,18,93,10,19,8,12,36,39,15,22,35,97,20,99,26,36,21,28,1,1,0,0,Decision - Unanimous ,900,3,3,Brandon Vera,Light Heavyweight Bout
272,UFC 102: Couture vs Nogueira,Nate Marquardt vs Demian Maia,Nate Marquardt,Demian Maia,1,0,1,1,0,2,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,KO/TKO ,21,1,3,Nate Marquardt,Middleweight Bout
273,UFC 102: Couture vs Nogueira,Jake Rosholt vs Chris Leben,Jake Rosholt,Chris Leben,0,0,21,42,14,43,38,60,77,112,3,4,1,1,1,0,0,0,144,209,16,36,6,29,0,0,0,1,5,6,8,13,11,26,12,40,1,3,0,0,9,13,2,3,Submission ,690,3,3,Jake Rosholt,Middleweight Bout
274,UFC 102: Couture vs Nogueira,Thiago Silva vs Keith Jardine,Thiago Silva,Keith Jardine,1,0,5,8,3,17,6,9,4,18,0,0,0,0,0,0,0,0,27,0,4,7,1,15,0,0,1,1,1,1,1,1,2,5,3,17,0,0,0,0,3,3,0,0,KO/TKO ,95,1,3,Thiago Silva,Light Heavyweight Bout
275,UFC 102: Couture vs Nogueira,Antonio Rodrigo Nogueira vs Randy Couture,Antonio Rodrigo Nogueira,Randy Couture,2,0,27,96,42,103,133,215,65,126,0,0,0,1,3,0,2,1,335,207,21,88,40,100,4,6,0,0,2,2,2,3,25,90,25,77,1,5,10,16,1,1,7,10,Decision - Unanimous ,900,3,3,Antonio Rodrigo Nogueira,Heavyweight Bout
