,EVENT,BOUT,FIGHTER_RED,FIGHTER_BLUE,KD_RED,KD_BLUE,SIG_STR_LAND_RED,SIG_STR_ATT_RED,SIG_STR_LAND_BLUE,SIG_STR_ATT_BLUE,TOTAL_STR_LAND_RED,TOTAL_STR_ATT_RED,TOTAL_STR_LAND_BLUE,TOTAL_STR_ATT_BLUE,TD_RED,TD_ATT_RED,TD_BLUE,TD_ATT_BLUE,SUB_ATT_RED,SUB_ATT_BLUE,REV_RED,REV_BLUE,CTRL_TIME_RED(sec),CTRL_TIME-BLUE(sec),HEAD_LAND_RED,HEAD_ATT_RED,HEAD_LAND_BLUE,HEAD_ATT_BLUE,BODY_LAND_RED,BODY_ATT_RED,BODY_LAND_BLUE,BODY_ATT_BLUE,LEG_LAND_RED,LEG_ATT_RED,LEG_LAND_BLUE,LEG_ATT_BLUE,STD_STR_LAND_RED,STD_STR_ATT_RED,STD_STR_LAND_BLUE,STD_STR_ATT_BLUE,CLINCH_STR_LAND_RED,CLINCH_STR_ATT_RED,CLINCH_STR_LAND_BLUE,CLINCH_STR_ATT_BLUE,GRD_STR_LAND_RED,GRD_STR_ATT_RED,GRD_STR_LAND_BLUE,GRD_STR_ATT_BLUE,WIN_BY,Fight_Time_(sec),LAST_ROUND,FORMAT,WINNER,WeightClass
33,UFC 77: Hostile Territory,Stephan Bonnar vs Eric Schafer,Stephan Bonnar,Eric Schafer,0,0,30,54,13,17,76,109,35,41,0,0,1,5,0,1,0,0,230,129,26,49,3,6,4,5,5,5,0,0,5,6,2,13,5,8,4,5,6,7,24,36,2,2,KO/TKO ,467,2,3,Stephan Bonnar,Light Heavyweight Bout
34,UFC 77: Hostile Territory,Alvin Robinson vs Jorge Gurgel,Alvin Robinson,Jorge Gurgel,0,0,44,78,3,12,186,248,33,46,2,4,0,0,1,0,1,1,485,370,42,75,3,11,1,1,0,0,1,2,0,1,5,11,0,3,2,4,0,0,37,63,3,9,Decision - Unanimous ,900,3,3,Alvin Robinson,Lightweight Bout
35,UFC 77: Hostile Territory,Tim Sylvia vs Brandon Vera,Tim Sylvia,Brandon Vera,0,0,68,121,58,72,137,191,77,94,0,0,1,1,0,0,0,0,460,185,31,76,16,29,23,30,13,14,14,15,29,29,12,36,17,28,56,85,37,40,0,0,4,4,Decision - Unanimous ,900,3,3,Tim Sylvia,Heavyweight Bout
36,UFC 77: Hostile Territory,Anderson Silva vs Rich Franklin,Anderson Silva,Rich Franklin,3,0,39,47,22,56,40,49,23,58,0,1,1,2,0,0,0,0,52,91,24,31,8,41,11,12,7,7,4,4,7,8,12,16,17,51,27,29,5,5,0,2,0,0,KO/TKO ,367,2,5,Anderson Silva,UFC Middleweight Title Bout
37,UFC 76: Knockout,Matt Wiman vs Michihiro Omigawa,Matt Wiman,Michihiro Omigawa,0,0,59,108,33,64,109,167,78,114,4,5,1,2,0,1,2,1,686,111,53,98,32,63,2,6,0,0,4,4,1,1,10,20,7,21,6,19,21,31,43,69,5,12,Decision - Unanimous ,900,3,3,Matt Wiman,Lightweight Bout
38,UFC 76: Knockout,Christian Wellisch vs Scott Junk,Christian Wellisch,Scott Junk,0,0,6,11,17,28,7,12,30,42,1,1,0,0,2,0,0,0,48,74,0,3,8,16,4,6,3,6,2,2,6,6,0,1,5,10,6,10,12,18,0,0,0,0,Submission ,199,1,3,Christian Wellisch,Heavyweight Bout
39,UFC 76: Knockout,Jeremy Stephens vs Diego Saraiva,Jeremy Stephens,Diego Saraiva,0,0,50,90,11,29,109,154,71,93,2,2,0,0,0,2,1,1,591,131,39,77,8,24,7,9,1,1,4,4,2,4,11,26,6,21,0,0,0,0,39,64,5,8,Decision - Unanimous ,900,3,3,Jeremy Stephens,Lightweight Bout
40,UFC 76: Knockout,Rich Clementi vs Anthony Johnson,Rich Clementi,Anthony Johnson,0,1,12,24,22,50,43,57,25,54,1,2,1,2,2,3,1,1,162,143,9,18,15,41,0,1,5,6,3,5,2,3,5,15,7,28,1,3,4,7,6,6,11,15,Submission ,485,2,3,Rich Clementi,Welterweight Bout
41,UFC 76: Knockout,Tyson Griffin vs Thiago Tavares,Tyson Griffin,Thiago Tavares,0,0,29,66,6,21,89,134,32,49,2,6,4,9,1,4,1,2,475,236,15,50,1,15,3,5,5,6,11,11,0,0,5,29,2,14,15,17,4,7,9,20,0,0,Decision - Unanimous ,900,3,3,Tyson Griffin,Lightweight Bout
42,UFC 76: Knockout,Lyoto Machida vs Kazuhiro Nakamura,Lyoto Machida,Kazuhiro Nakamura,0,0,70,89,15,31,134,153,27,44,2,3,2,10,1,0,0,0,548,107,36,53,6,21,26,27,5,6,8,9,4,4,17,22,3,13,32,35,12,17,21,32,0,1,Decision - Unanimous ,900,3,3,Lyoto Machida,Light Heavyweight Bout
43,UFC 76: Knockout,Jon Fitch vs Diego Sanchez,Jon Fitch,Diego Sanchez,0,0,25,40,11,18,144,178,25,34,3,3,2,9,0,5,0,1,580,216,18,33,3,10,6,6,7,7,1,1,1,1,6,19,3,10,6,6,7,7,13,15,1,1,Decision - Split ,900,3,3,Jon Fitch,Welterweight Bout
44,UFC 76: Knockout,Forrest Griffin vs Mauricio Rua,Forrest Griffin,Mauricio Rua,0,0,66,130,27,75,146,214,53,105,2,2,5,12,3,0,2,0,337,291,44,104,21,69,13,16,3,3,9,10,3,3,21,54,14,50,4,7,3,3,41,69,10,22,Submission ,885,3,3,Forrest Griffin,Light Heavyweight Bout
45,UFC 76: Knockout,Keith Jardine vs Chuck Liddell,Keith Jardine,Chuck Liddell,1,0,83,176,31,138,83,176,31,138,0,0,0,0,0,0,0,0,6,0,38,125,25,128,15,16,6,9,30,35,0,1,82,173,30,135,1,3,1,3,0,0,0,0,Decision - Split ,900,3,3,Keith Jardine,Light Heavyweight Bout
46,UFC Fight Night: Thomas vs Florian,Dustin Hazelett vs Jonathan Goulet,Dustin Hazelett,Jonathan Goulet,0,0,3,5,0,0,3,5,0,0,0,0,1,1,2,0,0,0,0,48,3,5,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,Submission ,74,1,3,Dustin Hazelett,Welterweight Bout
47,UFC Fight Night: Thomas vs Florian,Thiago Alves vs Kuniyoshi Hironaka,Thiago Alves,Kuniyoshi Hironaka,0,0,48,97,15,39,50,101,20,44,0,0,2,6,0,0,0,0,54,95,28,72,7,30,2,3,3,3,18,22,5,6,28,68,10,32,14,17,3,5,6,12,2,2,KO/TKO ,544,2,3,Thiago Alves,Welterweight Bout
48,UFC Fight Night: Thomas vs Florian,Gray Maynard vs Joe Veres,Gray Maynard,Joe Veres,1,0,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,2,0,3,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,KO/TKO ,9,1,3,Gray Maynard,Lightweight Bout
49,UFC Fight Night: Thomas vs Florian,Cole Miller vs Leonard Garcia,Cole Miller,Leonard Garcia,0,0,21,48,16,32,59,90,95,119,1,2,0,1,10,0,2,1,678,145,20,47,11,27,1,1,2,2,0,0,3,3,4,17,5,17,0,0,0,0,17,31,11,15,Decision - Unanimous ,900,3,3,Cole Miller,Lightweight Bout
50,UFC Fight Night: Thomas vs Florian,Luke Cummo vs Edilberto de Oliveira,Luke Cummo,Edilberto de Oliveira,1,0,6,19,5,16,6,19,5,16,0,0,0,0,0,0,0,0,2,0,4,14,1,10,2,5,0,0,0,0,4,6,5,18,5,16,0,0,0,0,1,1,0,0,KO/TKO ,105,1,3,Luke Cummo,Welterweight Bout
51,UFC Fight Night: Thomas vs Florian,Nate Quarry vs Pete Sell,Nate Quarry,Pete Sell,1,1,64,129,53,114,75,141,70,132,0,1,2,4,0,0,0,0,23,151,29,87,42,100,12,18,8,11,23,24,3,3,51,110,40,98,10,16,11,14,3,3,2,2,KO/TKO ,644,3,3,Nate Quarry,Middleweight Bout
52,UFC Fight Night: Thomas vs Florian,Nate Diaz vs Junior Assuncao,Nate Diaz,Junior Assuncao,1,0,10,11,7,14,25,28,9,16,1,3,1,2,3,0,0,1,93,119,6,7,2,8,0,0,3,4,4,4,2,2,1,1,2,5,9,10,3,7,0,0,2,2,Submission ,250,1,3,Nate Diaz,Lightweight Bout
53,UFC Fight Night: Thomas vs Florian,Chris Leben vs Terry Martin,Chris Leben,Terry Martin,1,0,53,101,45,104,208,256,76,135,0,1,4,6,1,0,0,0,87,419,24,68,32,88,11,13,12,15,18,20,1,1,22,59,22,69,29,40,18,26,2,2,5,9,KO/TKO ,836,3,3,Chris Leben,Middleweight Bout
54,UFC Fight Night: Thomas vs Florian,Kenny Florian vs Din Thomas,Kenny Florian,Din Thomas,0,0,27,57,3,15,50,82,3,15,2,2,0,1,1,0,0,0,102,21,21,50,3,14,4,4,0,0,2,3,0,1,5,17,0,8,0,0,1,3,22,40,2,4,Submission ,271,1,3,Kenny Florian,Lightweight Bout
55,UFC 75: Champion vs Champion,Jess Liaudin vs Anthony Torres,Jess Liaudin,Anthony Torres,2,0,38,67,13,26,46,76,28,42,0,1,0,0,0,0,0,0,58,46,31,60,7,20,3,3,3,3,4,4,3,3,18,41,9,22,17,20,4,4,3,6,0,0,KO/TKO ,250,1,3,Jess Liaudin,Welterweight Bout
56,UFC 75: Champion vs Champion,Dennis Siver vs Naoyuki Kotani,Dennis Siver,Naoyuki Kotani,1,0,28,66,9,30,47,87,14,36,0,2,0,0,0,2,0,0,229,5,25,59,4,23,1,2,0,0,2,5,5,7,10,27,9,26,2,9,0,4,16,30,0,0,KO/TKO ,424,2,3,Dennis Siver,Lightweight Bout
57,UFC 75: Champion vs Champion,Thiago Silva vs Tomasz Drwal,Thiago Silva,Tomasz Drwal,1,0,48,105,43,127,53,110,53,138,0,4,1,2,1,0,0,0,25,64,31,77,29,110,13,18,7,10,4,10,7,7,27,71,26,94,21,34,15,30,0,0,2,3,KO/TKO ,563,2,3,Thiago Silva,Light Heavyweight Bout
58,UFC 75: Champion vs Champion,Gleison Tibau vs Terry Etim,Gleison Tibau,Terry Etim,0,0,14,23,18,34,105,123,20,37,7,10,0,1,0,0,0,0,701,0,12,21,8,23,2,2,3,4,0,0,7,7,0,6,18,34,0,0,0,0,14,17,0,0,Decision - Unanimous ,900,3,3,Gleison Tibau,Lightweight Bout
59,UFC 75: Champion vs Champion,Houston Alexander vs Alessio Sakara,Houston Alexander,Alessio Sakara,1,0,18,36,1,5,18,36,1,5,0,0,1,2,0,0,0,0,14,9,17,34,1,5,1,2,0,0,0,0,0,0,1,9,1,5,4,5,0,0,13,22,0,0,KO/TKO ,61,1,3,Houston Alexander,Light Heavyweight Bout
60,UFC 75: Champion vs Champion,Marcus Davis vs Paul Taylor,Marcus Davis,Paul Taylor,0,1,24,40,16,30,32,48,26,41,1,3,0,0,1,0,0,1,151,66,22,37,12,25,2,3,2,2,0,0,2,3,7,15,6,15,1,2,3,4,16,23,7,11,Submission ,254,1,3,Marcus Davis,Welterweight Bout
61,UFC 75: Champion vs Champion,Cheick Kongo vs Mirko Filipovic,Cheick Kongo,Mirko Filipovic,0,0,63,103,15,33,87,131,45,63,1,4,1,1,0,0,1,0,394,125,11,38,8,20,26,33,5,9,26,32,2,4,26,61,9,22,31,34,3,6,6,8,3,5,Decision - Unanimous ,900,3,3,Cheick Kongo,Heavyweight Bout
62,UFC 75: Champion vs Champion,Michael Bisping vs Matt Hamill,Michael Bisping,Matt Hamill,0,0,47,162,56,124,65,182,88,165,0,0,6,12,0,0,0,0,1,248,35,150,55,122,6,6,1,2,6,6,0,0,47,162,52,120,0,0,1,1,0,0,3,3,Decision - Split ,900,3,3,Michael Bisping,Light Heavyweight Bout
63,UFC 75: Champion vs Champion,Quinton Jackson vs Dan Henderson,Quinton Jackson,Dan Henderson,1,0,74,108,60,95,185,222,94,135,2,3,3,8,0,3,0,1,580,548,34,67,22,54,28,29,18,20,12,12,20,21,26,45,12,33,23,29,35,45,25,34,13,17,Decision - Unanimous ,1500,5,5,Quinton Jackson,UFC Light Heavyweight Title Bout
64,UFC 74: Respect,Clay Guida vs Marcus Aurelio,Clay Guida,Marcus Aurelio,2,0,44,181,40,135,71,208,47,142,0,1,0,3,0,0,0,0,206,0,27,155,39,134,6,13,0,0,11,13,1,1,35,166,40,135,2,3,0,0,7,12,0,0,Decision - Split ,900,3,3,Clay Guida,Lightweight Bout
65,UFC 74: Respect,Thales Leites vs Ryan Jensen,Thales Leites,Ryan Jensen,0,0,10,18,11,26,12,20,14,29,3,4,0,0,2,1,0,0,73,40,1,8,8,20,1,1,2,5,8,9,1,1,9,17,6,18,0,0,2,3,1,1,3,5,Submission ,227,1,3,Thales Leites,Middleweight Bout
66,UFC 74: Respect,Frank Mir vs Antoni Hardonk,Frank Mir,Antoni Hardonk,0,0,4,5,1,3,7,8,1,3,1,1,0,0,1,0,0,0,63,2,2,3,0,2,0,0,0,0,2,2,1,1,2,3,1,3,0,0,0,0,2,2,0,0,Submission ,77,1,3,Frank Mir,Heavyweight Bout
67,UFC 74: Respect,Renato Sobral vs David Heath,Renato Sobral,David Heath,0,0,60,95,6,11,126,175,33,41,1,2,0,0,3,0,0,0,303,144,45,80,6,11,14,14,0,0,1,1,0,0,2,7,1,4,1,1,0,0,57,87,5,7,Submission ,510,2,3,Renato Sobral,Light Heavyweight Bout
68,UFC 74: Respect,Patrick Cote vs Kendall Grove,Patrick Cote,Kendall Grove,1,0,20,31,12,27,32,44,25,40,0,2,0,1,1,0,0,0,161,6,15,25,3,15,1,2,7,7,4,4,2,5,7,14,3,16,2,3,9,11,11,14,0,0,KO/TKO ,285,1,3,Patrick Cote,Middleweight Bout
69,UFC 74: Respect,Joe Stevenson vs Kurt Pellegrino,Joe Stevenson,Kurt Pellegrino,0,0,42,84,27,91,80,128,35,99,3,3,3,5,3,1,2,2,247,369,40,79,25,86,2,5,2,5,0,0,0,0,13,38,17,74,3,5,0,3,26,41,10,14,Decision - Unanimous ,900,3,3,Joe Stevenson,Lightweight Bout
70,UFC 74: Respect,Roger Huerta vs Alberto Crane,Roger Huerta,Alberto Crane,0,0,26,64,4,6,97,148,14,16,0,0,0,7,0,3,0,2,392,225,20,55,0,1,4,7,2,2,2,2,2,3,3,12,4,6,0,0,0,0,23,52,0,0,KO/TKO ,710,3,3,Roger Huerta,Lightweight Bout
71,UFC 74: Respect,Georges St-Pierre vs Josh Koscheck,Georges St-Pierre,Josh Koscheck,0,0,38,61,4,41,118,145,14,53,2,2,1,4,5,0,0,0,558,87,17,37,4,40,3,3,0,0,18,21,0,1,24,39,2,38,0,0,0,0,14,22,2,3,Decision - Unanimous ,900,3,3,Georges St-Pierre,Welterweight Bout
72,UFC 74: Respect,Randy Couture vs Gabriel Gonzaga,Randy Couture,Gabriel Gonzaga,0,0,63,87,11,38,82,106,12,39,3,10,0,1,0,1,0,0,541,3,50,73,6,33,2,3,4,4,11,11,1,1,5,14,4,26,43,53,7,12,15,20,0,0,KO/TKO ,697,3,5,Randy Couture,UFC Heavyweight Title Bout
