,EVENT,BOUT,FIGHTER_RED,FIGHTER_BLUE,KD_RED,KD_BLUE,SIG_STR_LAND_RED,SIG_STR_ATT_RED,SIG_STR_LAND_BLUE,SIG_STR_ATT_BLUE,TOTAL_STR_LAND_RED,TOTAL_STR_ATT_RED,TOTAL_STR_LAND_BLUE,TOTAL_STR_ATT_BLUE,TD_RED,TD_ATT_RED,TD_BLUE,TD_ATT_BLUE,SUB_ATT_RED,SUB_ATT_BLUE,REV_RED,REV_BLUE,CTRL_TIME_RED(sec),CTRL_TIME-BLUE(sec),HEAD_LAND_RED,HEAD_ATT_RED,HEAD_LAND_BLUE,HEAD_ATT_BLUE,BODY_LAND_RED,BODY_ATT_RED,BODY_LAND_BLUE,BODY_ATT_BLUE,LEG_LAND_RED,LEG_ATT_RED,LEG_LAND_BLUE,LEG_ATT_BLUE,STD_STR_LAND_RED,STD_STR_ATT_RED,STD_STR_LAND_BLUE,STD_STR_ATT_BLUE,CLINCH_STR_LAND_RED,CLINCH_STR_ATT_RED,CLINCH_STR_LAND_BLUE,CLINCH_STR_ATT_BLUE,GRD_STR_LAND_RED,GRD_STR_ATT_RED,GRD_STR_LAND_BLUE,GRD_STR_ATT_BLUE,WIN_BY,Fight_Time_(sec),LAST_ROUND,FORMAT,WINNER,WeightClass,TitleFight
1050,UFC Fight Night: Whittaker vs Till,Nathaniel Wood vs John Castaneda,Nathaniel Wood,John Castaneda,0,0,131,232,55,130,136,240,66,141,1,3,0,1,0,0,0,0,49,11,59,143,35,108,14,22,6,7,58,67,14,15,123,221,53,128,8,11,2,2,0,0,0,0,Decision - Unanimous ,900,3,3,Nathaniel Wood,Bantamweight Bout,No
1051,UFC Fight Night: Whittaker vs Till,Ramazan Emeev vs Niklas Stolze,Ramazan Emeev,Niklas Stolze,0,0,29,67,30,72,67,114,41,85,4,12,1,1,2,0,0,0,410,21,22,59,13,42,5,5,3,7,2,3,14,23,19,54,27,66,7,9,1,3,3,4,2,3,Decision - Unanimous ,900,3,3,Ramazan Emeev,Welterweight Bout,No
1052,UFC Fight Night: Whittaker vs Till,Pannie Kianzad vs Bethe Correia,Bethe Correia,Pannie Kianzad,0,0,56,143,103,199,83,178,106,205,1,5,0,0,0,0,0,0,121,5,40,117,76,168,14,20,10,14,2,6,17,17,46,126,97,191,9,15,6,8,1,2,0,0,Decision - Unanimous ,900,3,3,Pannie Kianzad,Women's Bantamweight Bout,No
1053,UFC Fight Night: Whittaker vs Till,Tanner Boser vs Raphael Pessoa,Tanner Boser,Raphael Pessoa,0,0,43,60,12,36,43,60,13,37,0,0,0,1,0,0,0,0,6,0,15,31,6,28,7,7,2,2,21,22,4,6,34,48,12,35,0,0,0,1,9,12,0,0,KO/TKO ,456,2,3,Tanner Boser,Heavyweight Bout,No
1054,UFC Fight Night: Whittaker vs Till,Movsar Evloev vs Mike Grundy,Movsar Evloev,Mike Grundy,0,0,79,150,20,66,96,173,25,80,0,0,6,15,0,1,0,0,48,155,53,120,11,53,13,14,9,12,13,16,0,1,72,142,18,64,7,8,1,1,0,0,1,1,Decision - Unanimous ,900,3,3,Movsar Evloev,Featherweight Bout,No
1055,UFC Fight Night: Whittaker vs Till,Tom Aspinall vs Jake Collier,Tom Aspinall,Jake Collier,1,0,10,10,3,9,10,10,3,9,0,0,0,0,0,0,0,0,2,0,7,7,1,7,1,1,0,0,2,2,2,2,9,9,3,9,0,0,0,0,1,1,0,0,KO/TKO ,45,1,3,Tom Aspinall,Heavyweight Bout,No
1056,UFC Fight Night: Whittaker vs Till,Nicolas Dalby vs Jesse Ronson,Nicolas Dalby,Jesse Ronson,0,1,20,50,30,45,20,53,31,46,0,0,0,0,0,1,0,0,26,21,10,38,22,34,8,10,1,4,2,2,7,7,17,44,21,32,3,6,2,5,0,0,7,8,Overturned ,168,1,3,NC,Welterweight Bout,No
1057,UFC Fight Night: Whittaker vs Till,Francisco Trinaldo vs Jai Herbert,Francisco Trinaldo,Jai Herbert,1,1,30,58,21,70,37,66,37,90,2,3,0,0,2,0,1,0,198,200,15,35,15,63,7,14,4,5,8,9,2,2,19,45,16,61,3,4,5,6,8,9,0,3,KO/TKO ,690,3,3,Francisco Trinaldo,Lightweight Bout,No
1058,UFC Fight Night: Whittaker vs Till,Khamzat Chimaev vs Rhys McKee,Khamzat Chimaev,Rhys McKee,0,0,40,62,0,0,68,98,0,0,1,2,0,0,1,0,0,0,179,0,40,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,61,0,0,KO/TKO ,189,1,3,Khamzat Chimaev,Welterweight Bout,No
1059,UFC Fight Night: Whittaker vs Till,Alex Oliveira vs Peter Sobotta,Alex Oliveira,Peter Sobotta,1,0,45,93,29,67,48,96,30,68,0,0,0,3,0,0,0,0,26,47,19,51,13,46,16,29,7,11,10,13,9,10,37,85,29,67,7,7,0,0,1,1,0,0,Decision - Unanimous ,900,3,3,Alex Oliveira,Welterweight Bout,No
1060,UFC Fight Night: Whittaker vs Till,Paul Craig vs Gadzhimurad Antigulov,Paul Craig,Gadzhimurad Antigulov,0,0,2,5,11,16,4,7,16,22,0,0,1,2,1,0,0,0,0,101,2,5,9,14,0,0,2,2,0,0,0,0,2,5,1,2,0,0,0,0,0,0,10,14,Submission ,126,1,3,Paul Craig,Light Heavyweight Bout,No
1061,UFC Fight Night: Whittaker vs Till,Carla Esparza vs Marina Rodriguez,Carla Esparza,Marina Rodriguez,0,0,33,60,40,76,118,152,91,129,5,9,0,0,1,0,0,0,534,64,29,56,34,70,3,3,0,0,1,1,6,6,4,16,15,38,1,1,0,1,28,43,25,37,Decision - Split ,900,3,3,Carla Esparza,Women's Strawweight Bout,No
1062,UFC Fight Night: Whittaker vs Till,Fabricio Werdum vs Alexander Gustafsson,Fabricio Werdum,Alexander Gustafsson,0,0,4,5,11,19,4,5,14,22,1,2,0,0,1,0,0,0,66,12,1,2,9,15,0,0,2,4,3,3,0,0,3,4,4,12,0,0,0,0,1,1,7,7,Submission ,150,1,3,Fabricio Werdum,Heavyweight Bout,No
1063,UFC Fight Night: Whittaker vs Till,Mauricio Rua vs Rogerio Nogueira,Mauricio Rua,Rogerio Nogueira,0,0,54,103,46,100,78,129,75,129,2,4,0,0,0,0,0,0,177,81,27,72,39,91,11,14,7,9,16,17,0,0,45,91,41,95,6,6,1,1,3,6,4,4,Decision - Split ,900,3,3,Mauricio Rua,Light Heavyweight Bout,No
1064,UFC Fight Night: Whittaker vs Till,Robert Whittaker vs Darren Till,Robert Whittaker,Darren Till,1,0,69,157,41,99,100,188,50,108,2,13,0,0,0,0,0,0,149,35,32,116,29,86,7,10,7,8,30,31,5,5,57,139,31,87,7,11,7,9,5,7,3,3,Decision - Unanimous ,1500,5,5,Robert Whittaker,Middleweight Bout,No
1065,UFC Fight Night: Figueiredo vs Benavidez 2,Serghei Spivac vs Carlos Felipe,Carlos Felipe,Serghei Spivac,0,0,44,121,73,149,44,121,165,253,0,0,3,7,0,0,0,0,0,292,30,107,72,148,14,14,1,1,0,0,0,0,44,121,47,121,0,0,3,3,0,0,23,25,Decision - Majority ,900,3,3,Serghei Spivac,Heavyweight Bout,No
1066,UFC Fight Night: Figueiredo vs Benavidez 2,Arman Tsarukyan vs Davi Ramos,Davi Ramos,Arman Tsarukyan,0,0,33,103,91,197,49,122,118,227,0,5,1,5,0,0,0,0,18,188,20,82,60,160,10,18,13,19,3,3,18,18,29,92,80,182,4,7,6,7,0,4,5,8,Decision - Unanimous ,900,3,3,Arman Tsarukyan,Lightweight Bout,No
1067,UFC Fight Night: Figueiredo vs Benavidez 2,Amir Albazi vs Malcolm Gordon,Malcolm Gordon,Amir Albazi,0,0,3,16,12,28,5,18,28,46,0,0,1,1,0,1,1,0,22,141,1,11,8,24,1,1,2,2,1,4,2,2,3,16,10,25,0,0,0,0,0,0,2,3,Submission ,282,1,3,Amir Albazi,Bantamweight Bout,No
1068,UFC Fight Night: Figueiredo vs Benavidez 2,Brett Johns vs Montel Jackson,Brett Johns,Montel Jackson,0,1,11,19,26,44,30,39,80,99,8,19,2,3,1,0,0,1,522,161,7,14,18,35,2,3,6,6,2,2,2,3,4,11,14,31,6,6,5,5,1,2,7,8,Decision - Unanimous ,900,3,3,Brett Johns,Bantamweight Bout,No
1069,UFC Fight Night: Figueiredo vs Benavidez 2,Joel Alvarez vs Joe Duffy,Joe Duffy,Joel Alvarez,0,0,14,26,18,37,14,26,18,37,1,1,0,0,0,1,0,0,9,0,6,16,7,24,4,5,3,4,4,5,8,9,14,26,18,36,0,0,0,1,0,0,0,0,Submission ,145,1,3,Joel Alvarez,Lightweight Bout,No
1070,UFC Fight Night: Figueiredo vs Benavidez 2,Grant Dawson vs Nad Narimani,Grant Dawson,Nad Narimani,0,0,53,115,31,76,136,218,57,105,2,6,0,0,1,0,0,0,491,9,25,74,17,59,5,14,12,15,23,27,2,2,48,108,28,73,0,0,2,2,5,7,1,1,Decision - Unanimous ,900,3,3,Grant Dawson,Catch Weight Bout,No
1071,UFC Fight Night: Figueiredo vs Benavidez 2,Roman Dolidze vs Khadis Ibragimov,Roman Dolidze,Khadis Ibragimov,1,0,19,22,4,14,19,22,10,20,0,0,0,0,0,0,0,0,3,34,9,11,0,8,1,1,1,3,9,10,3,3,13,16,3,12,0,0,0,0,6,6,1,2,KO/TKO ,255,1,3,Roman Dolidze,Light Heavyweight Bout,No
1072,UFC Fight Night: Figueiredo vs Benavidez 2,Askar Askarov vs Alexandre Pantoja,Alexandre Pantoja,Askar Askarov,0,0,32,62,41,63,40,71,44,66,1,2,2,15,0,0,0,1,137,311,17,40,31,53,12,19,1,1,3,3,9,9,30,60,34,54,1,1,5,6,1,1,2,3,Decision - Unanimous ,900,3,3,Askar Askarov,Flyweight Bout,No
1073,UFC Fight Night: Figueiredo vs Benavidez 2,Ariane Lipski vs Luana Carolina,Ariane Lipski,Luana Carolina,0,0,3,4,2,4,11,12,2,4,0,0,0,0,1,1,0,0,67,0,1,2,0,2,2,2,0,0,0,0,2,2,3,4,2,4,0,0,0,0,0,0,0,0,Submission ,88,1,3,Ariane Lipski,Women's Flyweight Bout,No
1074,UFC Fight Night: Figueiredo vs Benavidez 2,Rafael Fiziev vs Marc Diakiese,Marc Diakiese,Rafael Fiziev,0,0,68,148,78,124,73,153,82,128,0,4,1,2,0,0,0,0,22,169,31,105,28,65,19,21,33,41,18,22,17,18,66,146,67,110,2,2,9,12,0,0,2,2,Decision - Unanimous ,900,3,3,Rafael Fiziev,Lightweight Bout,No
1075,UFC Fight Night: Figueiredo vs Benavidez 2,Jack Hermansson vs Kelvin Gastelum,Jack Hermansson,Kelvin Gastelum,0,0,2,4,0,3,2,4,1,5,0,1,1,1,1,0,0,0,0,33,0,1,0,1,0,1,0,2,2,2,0,0,2,4,0,3,0,0,0,0,0,0,0,0,Submission ,78,1,3,Jack Hermansson,Middleweight Bout,No
1076,UFC Fight Night: Figueiredo vs Benavidez 2,Deiveson Figueiredo vs Joseph Benavidez,Deiveson Figueiredo,Joseph Benavidez,2,0,35,40,18,28,40,45,22,33,0,0,0,0,4,0,0,0,143,0,31,36,8,15,4,4,5,7,0,0,5,6,12,16,18,28,0,0,0,0,23,24,0,0,Submission ,288,1,5,Deiveson Figueiredo,Flyweight Bout,Yes
1077,UFC Fight Night: Kattar vs Ige,Jack Shore vs Aaron Phillips,Jack Shore,Aaron Phillips,0,0,29,45,6,15,42,59,7,16,3,8,0,0,1,0,0,0,325,5,19,32,1,9,5,6,5,6,5,7,0,0,7,14,5,14,6,6,1,1,16,25,0,0,Submission ,449,2,3,Jack Shore,Bantamweight Bout,No
1078,UFC Fight Night: Kattar vs Ige,Liana Jojua vs Diana Belbita,Diana Belbita,Liana Jojua,0,0,5,9,2,3,6,11,3,4,1,2,0,0,0,3,0,0,94,52,3,6,1,2,2,3,1,1,0,0,0,0,3,5,1,2,2,4,1,1,0,0,0,0,Submission ,163,1,3,Liana Jojua,Women's Flyweight Bout,No
1079,UFC Fight Night: Kattar vs Ige,Jared Gordon vs Chris Fishgold,Jared Gordon,Chris Fishgold,0,0,44,69,20,58,241,282,27,65,3,6,0,1,0,1,0,1,622,43,35,58,13,49,6,8,5,7,3,3,2,2,19,35,16,52,2,3,4,6,23,31,0,0,Decision - Unanimous ,900,3,3,Jared Gordon,Featherweight Bout,No
1080,UFC Fight Night: Kattar vs Ige,Modestas Bukauskas vs Andreas Michailidis,Modestas Bukauskas,Andreas Michailidis,0,0,18,49,23,46,18,49,23,46,0,0,0,1,0,0,0,0,0,9,11,40,8,26,4,6,7,11,3,3,8,9,11,42,23,45,7,7,0,1,0,0,0,0,KO/TKO ,300,1,3,Modestas Bukauskas,Light Heavyweight Bout,No
1081,UFC Fight Night: Kattar vs Ige,Lerone Murphy vs Ricardo Ramos,Ricardo Ramos,Lerone Murphy,0,0,10,29,22,40,10,29,24,42,0,2,1,2,0,0,0,0,57,82,3,17,14,32,1,3,5,5,6,9,3,3,7,25,3,12,1,2,2,3,2,2,17,25,KO/TKO ,258,1,3,Lerone Murphy,Featherweight Bout,No
1082,UFC Fight Night: Kattar vs Ige,Khamzat Chimaev vs John Phillips,John Phillips,Khamzat Chimaev,0,0,1,2,43,52,2,3,124,140,0,0,2,2,0,1,0,0,0,354,1,2,40,49,0,0,1,1,0,0,2,2,1,2,1,1,0,0,0,0,0,0,42,51,Submission ,372,2,3,Khamzat Chimaev,Middleweight Bout,No
1083,UFC Fight Night: Kattar vs Ige,Mounir Lazzez vs Abdul Razak Alhassan,Abdul Razak Alhassan,Mounir Lazzez,0,0,67,133,98,177,70,136,114,194,1,4,4,4,0,0,0,0,91,292,49,108,51,118,6,6,25,36,12,19,22,23,61,119,78,151,6,14,14,20,0,0,6,6,Decision - Unanimous ,900,3,3,Mounir Lazzez,Welterweight Bout,No
1084,UFC Fight Night: Kattar vs Ige,Taila Santos vs Molly McCann,Molly McCann,Taila Santos,0,0,48,106,57,143,67,125,75,164,0,4,5,7,0,1,0,0,56,473,25,79,24,90,13,17,21,36,10,10,12,17,43,96,34,113,5,10,12,13,0,0,11,17,Decision - Unanimous ,900,3,3,Taila Santos,Women's Flyweight Bout,No
1085,UFC Fight Night: Kattar vs Ige,Jimmie Rivera vs Cody Stamann,Jimmie Rivera,Cody Stamann,0,0,48,89,26,72,90,134,62,108,2,3,1,5,1,0,0,0,119,265,16,44,13,55,13,16,8,11,19,29,5,6,32,68,18,61,12,16,8,11,4,5,0,0,Decision - Unanimous ,900,3,3,Jimmie Rivera,Featherweight Bout,No
1086,UFC Fight Night: Kattar vs Ige,Tim Elliott vs Ryan Benoit,Tim Elliott,Ryan Benoit,0,0,67,169,55,122,90,193,64,131,1,13,1,2,2,2,1,0,162,22,31,100,39,97,16,40,13,22,20,29,3,3,44,139,47,107,14,20,8,15,9,10,0,0,Decision - Unanimous ,900,3,3,Tim Elliott,Flyweight Bout,No
1087,UFC Fight Night: Kattar vs Ige,Calvin Kattar vs Dan Ige,Calvin Kattar,Dan Ige,0,0,105,260,84,218,107,262,87,221,1,1,0,9,0,0,0,0,66,3,70,211,37,150,19,32,30,46,16,17,17,22,95,236,82,216,1,3,2,2,9,21,0,0,Decision - Unanimous ,1500,5,5,Calvin Kattar,Featherweight Bout,No
1088,UFC 251: Usman vs Masvidal,Davey Grant vs Martin Day,Martin Day,Davey Grant,1,1,62,160,74,177,69,168,87,191,0,1,2,4,0,1,1,0,88,128,45,133,47,144,15,24,19,24,2,3,8,9,60,155,69,169,0,0,2,3,2,5,3,5,KO/TKO ,758,3,3,Davey Grant,Bantamweight Bout,No
1089,UFC 251: Usman vs Masvidal,Karol Rosa vs Vanessa Melo,Karol Rosa,Vanessa Melo,0,0,120,228,45,135,177,289,78,168,2,4,0,2,0,0,0,0,350,6,82,180,22,103,11,16,5,10,27,32,18,22,87,178,43,133,1,1,2,2,32,49,0,0,Decision - Unanimous ,900,3,3,Karol Rosa,Women's Bantamweight Bout,No
1090,UFC 251: Usman vs Masvidal,Raulian Paiva vs Zhalgas Zhumagulov,Raulian Paiva,Zhalgas Zhumagulov,0,0,52,121,66,119,56,125,73,126,0,0,2,11,0,0,0,0,43,29,14,71,19,61,22,31,17,25,16,19,30,33,51,119,64,115,1,2,1,2,0,0,1,2,Decision - Unanimous ,900,3,3,Raulian Paiva,Flyweight Bout,No
1091,UFC 251: Usman vs Masvidal,Marcin Tybura vs Maxim Grishin,Marcin Tybura,Maxim Grishin,0,0,24,52,18,32,70,119,54,71,3,7,0,0,0,0,0,0,565,16,15,36,9,20,5,9,4,5,4,7,5,7,14,37,14,27,6,11,4,5,4,4,0,0,Decision - Unanimous ,900,3,3,Marcin Tybura,Heavyweight Bout,No
1092,UFC 251: Usman vs Masvidal,Leonardo Santos vs Roman Bogatov,Leonardo Santos,Roman Bogatov,0,0,66,119,50,117,116,181,81,155,1,2,1,11,0,0,0,1,94,367,56,106,24,82,6,9,20,29,4,4,6,6,42,89,37,96,10,12,6,7,14,18,7,14,Decision - Unanimous ,900,3,3,Leonardo Santos,Lightweight Bout,No
1093,UFC 251: Usman vs Masvidal,Makwan Amirkhani vs Danny Henry,Makwan Amirkhani,Danny Henry,0,0,2,6,6,16,2,6,6,16,1,1,0,0,1,0,0,0,47,0,1,5,1,6,1,1,3,7,0,0,2,3,2,6,6,16,0,0,0,0,0,0,0,0,Submission ,195,1,3,Makwan Amirkhani,Featherweight Bout,No
1094,UFC 251: Usman vs Masvidal,Muslim Salikhov vs Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos,Muslim Salikhov,0,0,46,138,40,88,46,138,40,88,0,4,0,3,0,0,0,0,53,2,23,98,23,64,11,25,8,14,12,15,9,10,35,124,38,86,3,4,2,2,8,10,0,0,Decision - Split ,900,3,3,Muslim Salikhov,Welterweight Bout,No
1095,UFC 251: Usman vs Masvidal,Jiri Prochazka vs Volkan Oezdemir,Volkan Oezdemir,Jiri Prochazka,0,1,41,92,33,73,44,95,33,73,0,1,0,0,0,0,0,0,17,2,30,76,29,67,3,6,3,5,8,10,1,1,41,92,33,73,0,0,0,0,0,0,0,0,KO/TKO ,349,2,3,Jiri Prochazka,Light Heavyweight Bout,No
1096,UFC 251: Usman vs Masvidal,Amanda Ribas vs Paige VanZant,Amanda Ribas,Paige VanZant,0,0,6,7,3,5,13,15,4,6,1,1,0,0,1,0,0,0,68,32,1,1,1,1,4,5,0,1,1,1,2,3,3,4,3,4,3,3,0,1,0,0,0,0,Submission ,141,1,3,Amanda Ribas,Women's Flyweight Bout,No
1097,UFC 251: Usman vs Masvidal,Rose Namajunas vs Jessica Andrade,Jessica Andrade,Rose Namajunas,0,0,71,205,82,235,79,213,82,235,1,3,0,1,0,0,0,0,29,0,31,134,63,209,25,55,12,19,15,16,7,7,64,194,77,225,7,11,5,10,0,0,0,0,Decision - Split ,900,3,3,Rose Namajunas,Women's Strawweight Bout,No
1098,UFC 251: Usman vs Masvidal,Petr Yan vs Jose Aldo,Petr Yan,Jose Aldo,1,0,194,309,83,157,258,376,83,157,1,2,0,1,0,0,0,0,290,0,150,256,38,97,35,44,28,39,9,9,17,21,99,201,81,154,9,11,2,3,86,97,0,0,KO/TKO ,1404,5,5,Petr Yan,Bantamweight Bout,Yes
1099,UFC 251: Usman vs Masvidal,Alexander Volkanovski vs Max Holloway,Alexander Volkanovski,Max Holloway,0,0,137,272,102,268,139,275,111,277,3,9,0,0,0,0,0,0,86,0,64,161,44,167,6,10,27,46,67,101,31,55,136,265,95,258,1,6,7,10,0,1,0,0,Decision - Split ,1500,5,5,Alexander Volkanovski,Featherweight Bout,Yes
1100,UFC 251: Usman vs Masvidal,Kamaru Usman vs Jorge Masvidal,Kamaru Usman,Jorge Masvidal,0,0,94,151,66,125,263,341,88,157,5,16,0,0,0,0,0,0,998,0,43,96,23,69,49,53,29,39,2,2,14,17,42,86,38,90,39,49,27,34,13,16,1,1,Decision - Unanimous ,1500,5,5,Kamaru Usman,Welterweight Bout,Yes
1101,UFC Fight Night: Poirier vs Hooker,Youssef Zalal vs Jordan Griffin,Jordan Griffin,Youssef Zalal,0,0,28,69,59,112,33,74,70,123,2,8,0,2,0,0,1,1,334,263,26,67,42,85,2,2,11,18,0,0,6,9,28,67,47,98,0,0,12,12,0,2,0,2,Decision - Unanimous ,900,3,3,Youssef Zalal,Featherweight Bout,No
1102,UFC Fight Night: Poirier vs Hooker,Kay Hansen vs Jinh Yu Frey,Kay Hansen,Jinh Yu Frey,0,0,31,55,26,46,43,67,27,48,2,11,0,0,1,0,0,0,271,7,16,37,7,22,12,12,4,7,3,6,15,17,16,40,23,39,1,1,3,6,14,14,0,1,Submission ,746,3,3,Kay Hansen,Women's Strawweight Bout,No
1103,UFC Fight Night: Poirier vs Hooker,Tanner Boser vs Philipe Lins,Philipe Lins,Tanner Boser,0,1,6,17,15,22,6,17,15,22,0,0,0,0,0,0,0,0,0,1,3,9,6,12,3,8,2,2,0,0,7,8,6,17,14,21,0,0,0,0,0,0,1,1,KO/TKO ,161,1,3,Tanner Boser,Heavyweight Bout,No
1104,UFC Fight Night: Poirier vs Hooker,Khama Worthy vs Luis Pena,Luis Pena,Khama Worthy,0,0,38,77,55,101,40,79,66,114,3,7,0,0,3,1,0,2,253,46,25,61,20,61,6,8,18,22,7,8,17,18,33,70,51,96,0,0,1,2,5,7,3,3,Submission ,773,3,3,Khama Worthy,Lightweight Bout,No
